variable,modulo,rol_provisional,n_unicos,pct_nan,uso_provisional,motivo_uso
UDALWSHSTOP,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALHLTHPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALHLTHCTD,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALMNTLPRB,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALMNTLCTD,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALBLCKOUT,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALBLCKCTD,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALSTOPACT,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWORKPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALFMLYPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALFMLYCTD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALGETHURT,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWDSWEAT,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWDTRMBL,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWDSLEEP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWDVOMIT,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWDHALUC,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWDSITST,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWDFLANX,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALAVOIDWD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALAVWALCO,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALAVWSVTR,SUBSTANCE USE DISORDER,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALAVWOTHR,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJTIMEUSE,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJTIMEGET,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJLRGAMTS,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWANTBAD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJSTRURGE,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJNEEDMOR,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJLESSEFF,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJTRYSTOP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJNOTSTOP,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWSHSTOP,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJHLTHPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJHLTHCTD,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJMNTLPRB,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJMNTLCTD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJSTOPACT,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWORKPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJFMLYPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJFMLYCTD,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJGETHURT,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDANGRY,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDFLANX,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDSLEEP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDAPPET,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDSITST,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDDEPRS,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDSTMCH,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDSHAKE,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDSWEAT,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDFEVER,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDCHILL,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJWDHEDAC,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJAVOIDWD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJAVWMARJ,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDMJAVWOTHR,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCTIMEUSE,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCTIMEGET,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCLRGAMTS,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWANTBAD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCSTRURGE,SUBSTANCE USE DISORDER,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCNEEDMOR,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCLESSEFF,SUBSTANCE USE DISORDER,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCTRYSTOP,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCNOTSTOP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWSHSTOP,SUBSTANCE USE DISORDER,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCHLTHPRB,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCHLTHCTD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCMNTLPRB,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCMNTLCTD,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCSTOPACT,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWORKPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCFMLYPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCFMLYCTD,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCGETHURT,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWDFLBLU,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWDTIRED,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWDDREAM,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWDSLEEP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWDHNGRY,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCWDSITST,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCAVOIDWD,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCAVWCOCN,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCAVWMETH,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCAVWSTIM,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDCCAVWOTHR,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHETIMEUSE,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHETIMEGET,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHELRGAMTS,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWANTBAD,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHESTRURGE,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHENEEDMOR,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHELESSEFF,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHETRYSTOP,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHENOTSTOP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWSHSTOP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEHLTHPRB,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEHLTHCTD,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEMNTLPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEMNTLCTD,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHESTOPACT,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWORKPRB,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEFMLYPRB,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEFMLYCTD,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEGETHURT,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDFLBLU,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDVOMIT,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDCRAMP,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDRUNNY,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDSWEAT,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDDIARR,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDYAWNS,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDFEVER,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEWDSLEEP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEAVOIDWD,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEAVWHERN,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEAVWPNRL,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHEAVWOTHR,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHATIMEUSE,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHATIMEGET,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHALRGAMTS,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHAWANTBAD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHASTRURGE,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHANEEDMOR,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHALESSEFF,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHATRYSTOP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHANOTSTOP,SUBSTANCE USE DISORDER,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHAWSHSTOP,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDHAHLTHPRB,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
