variable,modulo,rol_provisional,n_unicos,pct_nan,uso_provisional,motivo_uso
GASEVER2,RECODED DRUG USE,Predictor candidato,2,0.004,Predictor candidato,Pendiente de revisión conceptual y estadística
GLUEEVER2,RECODED DRUG USE,Predictor candidato,2,0.006,Predictor candidato,Pendiente de revisión conceptual y estadística
ETHEREVER2,RECODED DRUG USE,Predictor candidato,2,0.015,Predictor candidato,Pendiente de revisión conceptual y estadística
SOLVENEVER2,RECODED DRUG USE,Predictor candidato,2,0.013,Predictor candidato,Pendiente de revisión conceptual y estadística
LGASEVER2,RECODED DRUG USE,Predictor candidato,2,0.008,Predictor candidato,Pendiente de revisión conceptual y estadística
NITOXIEVER2,RECODED DRUG USE,Predictor candidato,2,0.023,Predictor candidato,Pendiente de revisión conceptual y estadística
FLTMRKEVER2,RECODED DRUG USE,Predictor candidato,2,0.015,Predictor candidato,Pendiente de revisión conceptual y estadística
SPAINTEVER2,RECODED DRUG USE,Predictor candidato,2,0.008,Predictor candidato,Pendiente de revisión conceptual y estadística
AIRDUSEVER2,RECODED DRUG USE,Predictor candidato,2,0.006,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHAEREVER2,RECODED DRUG USE,Predictor candidato,2,0.013,Predictor candidato,Pendiente de revisión conceptual y estadística
RXHYDCANY2,RECODED DRUG USE,Predictor candidato,2,0.167,Predictor candidato,Pendiente de revisión conceptual y estadística
RXZOHYANY2,RECODED DRUG USE,Predictor candidato,2,0.169,Predictor candidato,Pendiente de revisión conceptual y estadística
RXOXCOANY2,RECODED DRUG USE,Predictor candidato,2,0.178,Predictor candidato,Pendiente de revisión conceptual y estadística
RXTRAMANY2,RECODED DRUG USE,Predictor candidato,2,0.201,Predictor candidato,Pendiente de revisión conceptual y estadística
RXCODEANY2,RECODED DRUG USE,Predictor candidato,2,0.173,Predictor candidato,Pendiente de revisión conceptual y estadística
RXMORPANY2,RECODED DRUG USE,Predictor candidato,2,0.199,Predictor candidato,Pendiente de revisión conceptual y estadística
RXBUPRANY2,RECODED DRUG USE,Predictor candidato,2,0.173,Predictor candidato,Pendiente de revisión conceptual y estadística
RXOXYMANY2,RECODED DRUG USE,Predictor candidato,2,0.18,Predictor candidato,Pendiente de revisión conceptual y estadística
RXDEMEANY2,RECODED DRUG USE,Predictor candidato,2,0.197,Predictor candidato,Pendiente de revisión conceptual y estadística
RXHYDMANY2,RECODED DRUG USE,Predictor candidato,2,0.197,Predictor candidato,Pendiente de revisión conceptual y estadística
RXMTDNANY2,RECODED DRUG USE,Predictor candidato,2,0.197,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHRPNRANY2,RECODED DRUG USE,Predictor candidato,2,1.0,Predictor candidato,Pendiente de revisión conceptual y estadística
RXBZOTANY,RECODED DRUG USE,Predictor candidato,2,0.051,Predictor candidato,Pendiente de revisión conceptual y estadística
RXALPRANY,RECODED DRUG USE,Predictor candidato,2,0.072,Predictor candidato,Pendiente de revisión conceptual y estadística
RXLORAANY,RECODED DRUG USE,Predictor candidato,2,0.078,Predictor candidato,Pendiente de revisión conceptual y estadística
RXCLONANY,RECODED DRUG USE,Predictor candidato,2,0.078,Predictor candidato,Pendiente de revisión conceptual y estadística
RXDIAZANY,RECODED DRUG USE,Predictor candidato,2,0.082,Predictor candidato,Pendiente de revisión conceptual y estadística
RXMRLXANY,RECODED DRUG USE,Predictor candidato,2,0.097,Predictor candidato,Pendiente de revisión conceptual y estadística
RXCYCLANY,RECODED DRUG USE,Predictor candidato,2,0.097,Predictor candidato,Pendiente de revisión conceptual y estadística
RXSOMAANY,RECODED DRUG USE,Predictor candidato,2,0.097,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHRTRQANY,RECODED DRUG USE,Predictor candidato,2,0.104,Predictor candidato,Pendiente de revisión conceptual y estadística
RXAMMEANY,RECODED DRUG USE,Predictor candidato,2,0.036,Predictor candidato,Pendiente de revisión conceptual y estadística
RXAMPHANY,RECODED DRUG USE,Predictor candidato,2,0.044,Predictor candidato,Pendiente de revisión conceptual y estadística
RXMTHPANY,RECODED DRUG USE,Predictor candidato,2,0.049,Predictor candidato,Pendiente de revisión conceptual y estadística
RXANORANY,RECODED DRUG USE,Predictor candidato,2,0.053,Predictor candidato,Pendiente de revisión conceptual y estadística
RXPROVANY,RECODED DRUG USE,Predictor candidato,2,0.053,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHRSTMANY,RECODED DRUG USE,Predictor candidato,2,0.068,Predictor candidato,Pendiente de revisión conceptual y estadística
RXZOLPANY,RECODED DRUG USE,Predictor candidato,2,0.044,Predictor candidato,Pendiente de revisión conceptual y estadística
RXESZOANY,RECODED DRUG USE,Predictor candidato,2,0.049,Predictor candidato,Pendiente de revisión conceptual y estadística
RXZALEANY,RECODED DRUG USE,Predictor candidato,2,0.049,Predictor candidato,Pendiente de revisión conceptual y estadística
RXBZOSANY,RECODED DRUG USE,Predictor candidato,2,0.036,Predictor candidato,Pendiente de revisión conceptual y estadística
RXTRIAANY,RECODED DRUG USE,Predictor candidato,2,0.036,Predictor candidato,Pendiente de revisión conceptual y estadística
RXTEMAANY,RECODED DRUG USE,Predictor candidato,2,0.036,Predictor candidato,Pendiente de revisión conceptual y estadística
RXFLURANY,RECODED DRUG USE,Predictor candidato,2,0.036,Predictor candidato,Pendiente de revisión conceptual y estadística
RXBARBANY,RECODED DRUG USE,Predictor candidato,2,0.051,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHRSEDANY,RECODED DRUG USE,Predictor candidato,2,0.057,Predictor candidato,Pendiente de revisión conceptual y estadística
RXHYDCMIS,RECODED DRUG USE,Predictor candidato,2,0.025,Predictor candidato,Pendiente de revisión conceptual y estadística
RXZOHYMIS,RECODED DRUG USE,Predictor candidato,2,0.021,Predictor candidato,Pendiente de revisión conceptual y estadística
RXOXCOMIS,RECODED DRUG USE,Predictor candidato,2,0.038,Predictor candidato,Pendiente de revisión conceptual y estadística
RXTRAMMIS,RECODED DRUG USE,Predictor candidato,2,0.047,Predictor candidato,Pendiente de revisión conceptual y estadística
RXCODEMIS,RECODED DRUG USE,Predictor candidato,2,0.04,Predictor candidato,Pendiente de revisión conceptual y estadística
RXMORPMIS,RECODED DRUG USE,Predictor candidato,2,0.027,Predictor candidato,Pendiente de revisión conceptual y estadística
RXBUPRMIS,RECODED DRUG USE,Predictor candidato,2,0.03,Predictor candidato,Pendiente de revisión conceptual y estadística
RXOXYMMIS,RECODED DRUG USE,Predictor candidato,2,0.023,Predictor candidato,Pendiente de revisión conceptual y estadística
RXDEMEMIS,RECODED DRUG USE,Predictor candidato,2,0.025,Predictor candidato,Pendiente de revisión conceptual y estadística
RXHYDMMIS,RECODED DRUG USE,Predictor candidato,2,0.025,Predictor candidato,Pendiente de revisión conceptual y estadística
RXMTDNMIS,RECODED DRUG USE,Predictor candidato,2,0.027,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHRPNRMIS,RECODED DRUG USE,Predictor candidato,2,0.129,Predictor candidato,Pendiente de revisión conceptual y estadística
RXBZOTMIS,RECODED DRUG USE,Predictor candidato,2,0.011,Predictor candidato,Pendiente de revisión conceptual y estadística
RXALPRMIS,RECODED DRUG USE,Predictor candidato,2,0.011,Predictor candidato,Pendiente de revisión conceptual y estadística
RXLORAMIS,RECODED DRUG USE,Predictor candidato,2,0.013,Predictor candidato,Pendiente de revisión conceptual y estadística
RXCLONMIS,RECODED DRUG USE,Predictor candidato,2,0.013,Predictor candidato,Pendiente de revisión conceptual y estadística
RXDIAZMIS,RECODED DRUG USE,Predictor candidato,2,0.013,Predictor candidato,Pendiente de revisión conceptual y estadística
RXMRLXMIS,RECODED DRUG USE,Predictor candidato,2,0.023,Predictor candidato,Pendiente de revisión conceptual y estadística
RXCYCLMIS,RECODED DRUG USE,Predictor candidato,2,0.019,Predictor candidato,Pendiente de revisión conceptual y estadística
RXSOMAMIS,RECODED DRUG USE,Predictor candidato,2,0.017,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHRTRQMIS,RECODED DRUG USE,Predictor candidato,2,0.042,Predictor candidato,Pendiente de revisión conceptual y estadística
RXAMMEMIS,RECODED DRUG USE,Predictor candidato,2,0.006,Predictor candidato,Pendiente de revisión conceptual y estadística
RXAMPHMIS,RECODED DRUG USE,Predictor candidato,2,0.008,Predictor candidato,Pendiente de revisión conceptual y estadística
RXMTHPMIS,RECODED DRUG USE,Predictor candidato,2,0.004,Predictor candidato,Pendiente de revisión conceptual y estadística
RXANORMIS,RECODED DRUG USE,Predictor candidato,2,0.002,Predictor candidato,Pendiente de revisión conceptual y estadística
RXPROVMIS,RECODED DRUG USE,Predictor candidato,2,0.002,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHRSTMMIS,RECODED DRUG USE,Predictor candidato,2,0.025,Predictor candidato,Pendiente de revisión conceptual y estadística
RXZOLPMIS,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
RXESZOMIS,RECODED DRUG USE,Predictor candidato,2,0.002,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHRSEDMIS2,RECODED DRUG USE,Predictor candidato,2,0.034,Predictor candidato,Pendiente de revisión conceptual y estadística
RXBZOSMIS,RECODED DRUG USE,Predictor candidato,2,0.002,Predictor candidato,Pendiente de revisión conceptual y estadística
RXBARBMIS,RECODED DRUG USE,Predictor candidato,2,0.004,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCYDAYS,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MRJYDAYS,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COCYDAYS,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CRKYDAYS,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HERYDAYS,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HALLNDAYYR,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
INHNDAYYR2,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
METHNDAYYR,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGMDAYS,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CGRMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMKLSMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NICVPMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MRJMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COCMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CRKMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HERMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HALLNDAYPM,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
INHNDAYPM2,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
METHNDAYPM,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PNRNDAYPM,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
TRQNDAYPM,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
STMNDAYPM,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SEDNDAYPM,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BNGDRMDAYS,RECODED DRUG USE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGPDAY,RECODED DRUG USE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIG1PACK,RECODED DRUG USE,Predictor candidato,2,92.835,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGAVGD,RECODED DRUG USE,Predictor candidato,7,86.182,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGAVGM,RECODED DRUG USE,Predictor candidato,142,86.182,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCNUMDKPM,RECODED DRUG USE,Predictor candidato,199,52.248,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCIG18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCIG21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCD218,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCD221,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCGR18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCGR21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUSMKLSS18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUSMKLSS21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUNICVAP18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUNICVAP21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUALC18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUALC21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUMJ18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUMJ21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCOC18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCOC21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCRK18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUCRK21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUHER18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUHER21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUHALLUC18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUHALLUC21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FULSD18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FULSD21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUPCP18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUPCP21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUECSTMO18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUECSTMO21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUINHAL182,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUINHAL212,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUMETHAM18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUMETHAM21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUPNRNM18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUPNRNM21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUTRQNM18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUTRQNM21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUSTMNM18,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUSTMNM21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
FUSEDNM21,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PNRMAINRSN,RECODED DRUG USE,Predictor candidato,10,0.488,Predictor candidato,Pendiente de revisión conceptual y estadística
TRQMAINRSN,RECODED DRUG USE,Predictor candidato,9,0.383,Predictor candidato,Pendiente de revisión conceptual y estadística
STMMAINRSN,RECODED DRUG USE,Predictor candidato,10,0.457,Predictor candidato,Pendiente de revisión conceptual y estadística
SEDMAINRSN,RECODED DRUG USE,Predictor candidato,7,0.537,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCPNRNM2,RECODED DRUG USE,Predictor candidato,8,97.139,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCTRQNM2,RECODED DRUG USE,Predictor candidato,8,98.448,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCSTMNM2,RECODED DRUG USE,Predictor candidato,8,98.243,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCSEDNM2,RECODED DRUG USE,Predictor candidato,8,99.698,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCFRPNRNM,RECODED DRUG USE,Predictor candidato,8,99.152,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCFRTRQNM,RECODED DRUG USE,Predictor candidato,8,99.372,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCFRSTMNM,RECODED DRUG USE,Predictor candidato,6,99.076,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCFRSEDNM,RECODED DRUG USE,Predictor candidato,3,99.884,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCCLFRPNR,RECODED DRUG USE,Predictor candidato,3,99.152,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCCLFRTRQ,RECODED DRUG USE,Predictor candidato,3,99.372,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCCLFRSTM,RECODED DRUG USE,Predictor candidato,3,99.076,Predictor candidato,Pendiente de revisión conceptual y estadística
SRCCLFRSED,RECODED DRUG USE,Predictor candidato,2,99.884,Predictor candidato,Pendiente de revisión conceptual y estadística
RXOPPRNMMON,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NOOPPRANYYR,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NOOPPRNMYR,RECODED DRUG USE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COLDMEDS,SPECIAL DRUGS,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COLDREC,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COLDYR1,SPECIAL DRUGS,Predictor candidato,78,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COLDYR2,SPECIAL DRUGS,Predictor candidato,50,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COLDYR3,SPECIAL DRUGS,Predictor candidato,26,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COLDYR4,SPECIAL DRUGS,Predictor candidato,14,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COLDYR5,SPECIAL DRUGS,Predictor candidato,13,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTCFLAG,SPECIAL DRUGS,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GHB,SPECIAL DRUGS,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GHBREC,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
COCNEEDL,SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CONDLREC,SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HERSMOKE,SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HRSMKREC,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HERSNIFF,SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HRSNFREC,SPECIAL DRUGS,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HERNEEDL,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HEOTSMK,SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HEOTSNF,SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HEOTNDL,SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HEOTOTH,SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HEOTSP,SPECIAL DRUGS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HRNDLREC,SPECIAL DRUGS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
METHNEEDL,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
METHNDLRC,SPECIAL DRUGS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTDGNEDL,SPECIAL DRUGS,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTDGNDLA,SPECIAL DRUGS,Predictor candidato,78,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTDGNDLB,SPECIAL DRUGS,Predictor candidato,52,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTDGNDLC,SPECIAL DRUGS,Predictor candidato,37,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTDGNDLD,SPECIAL DRUGS,Predictor candidato,18,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTDGNDLE,SPECIAL DRUGS,Predictor candidato,11,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTDGNDLRC,SPECIAL DRUGS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GNNDREUS,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GNNDLSH1,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GNNDCLEN,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GNNDLSH2,SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GNNDGET2,SPECIAL DRUGS,Predictor candidato,21,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRNPCOLDREC,IMPUTED SPECIAL DRUGS,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IINPCOLDREC,IMPUTED SPECIAL DRUGS,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRGHBREC,IMPUTED SPECIAL DRUGS,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIGHBREC,IMPUTED SPECIAL DRUGS,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ANYNDLREC,RECODED SPECIAL DRUGS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CHMNDLREC,RECODED SPECIAL DRUGS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HERNEDEVER,RECODED SPECIAL DRUGS,Predictor candidato,2,0.021,Predictor candidato,Pendiente de revisión conceptual y estadística
COCNEDEVER,RECODED SPECIAL DRUGS,Predictor candidato,2,0.093,Predictor candidato,Pendiente de revisión conceptual y estadística
MTHNEDEVER,RECODED SPECIAL DRUGS,Predictor candidato,2,0.042,Predictor candidato,Pendiente de revisión conceptual y estadística
HERSMOEVER,RECODED SPECIAL DRUGS,Predictor candidato,2,0.023,Predictor candidato,Pendiente de revisión conceptual y estadística
HERSNIEVER,RECODED SPECIAL DRUGS,Predictor candidato,2,0.023,Predictor candidato,Pendiente de revisión conceptual y estadística
NPCOLDFLAG,RECODED SPECIAL DRUGS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NPCOLDYR,RECODED SPECIAL DRUGS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NPCOLDMON,RECODED SPECIAL DRUGS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GHBFLAG,RECODED SPECIAL DRUGS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GHBYR,RECODED SPECIAL DRUGS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GHBMON,RECODED SPECIAL DRUGS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALTIMEUSE,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALTIMEGET,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALLRGAMTS,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALWANTBAD,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALSTRURGE,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALNEEDMOR,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALLESSEFF,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALTRYSTOP,SUBSTANCE USE DISORDER,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
UDALNOTSTOP,SUBSTANCE USE DISORDER,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
