variable,etiqueta_codebook,modulo,tipo_version,codigo_doc,etiqueta_codigo,tipo_codigo_doc,codigo_especial,frecuencia_codebook,pct_codebook,frecuencia_adultos,pct_adultos,presente_adultos
MHTUNFORCE2,UNMET MH TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,711,1.21,448,0.947,True
MHTUNFORCE2,UNMET MH TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,2502,4.27,2008,4.245,True
MHTUNFORCE2,UNMET MH TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,18,0.03,14,0.03,True
MHTUNFORCE2,UNMET MH TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,18,0.03,13,0.027,True
MHTUNFORCE2,UNMET MH TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNFORCE2,UNMET MH TRMT NEED: WORRIED ABOUT BEING FORCED AGAINST WILL,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNHNDL2,UNMET MH TRMT NEED: THOUGHT COULD HANDLE MNTL HLTH ON OWN,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,2350,4.01,1741,3.681,True
MHTUNHNDL2,UNMET MH TRMT NEED: THOUGHT COULD HANDLE MNTL HLTH ON OWN,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,873,1.49,722,1.526,True
MHTUNHNDL2,UNMET MH TRMT NEED: THOUGHT COULD HANDLE MNTL HLTH ON OWN,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,14,0.02,10,0.021,True
MHTUNHNDL2,UNMET MH TRMT NEED: THOUGHT COULD HANDLE MNTL HLTH ON OWN,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02,10,0.021,True
MHTUNHNDL2,UNMET MH TRMT NEED: THOUGHT COULD HANDLE MNTL HLTH ON OWN,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNHNDL2,UNMET MH TRMT NEED: THOUGHT COULD HANDLE MNTL HLTH ON OWN,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNINSCV2,UNMET MH TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,804,1.37,723,1.529,True
MHTUNINSCV2,UNMET MH TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,2227,3.80,1586,3.353,True
MHTUNINSCV2,UNMET MH TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,205,0.35,164,0.347,True
MHTUNINSCV2,UNMET MH TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,13,0.02,10,0.021,True
MHTUNINSCV2,UNMET MH TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNINSCV2,UNMET MH TRMT NEED: NO HEALTH INSURANCE COVERAGE FOR TRMT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNMED2,UNMET MH TRMT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDICATION,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,994,1.70,756,1.598,True
MHTUNMED2,UNMET MH TRMT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDICATION,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,2210,3.77,1690,3.573,True
MHTUNMED2,UNMET MH TRMT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDICATION,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,30,0.05,26,0.055,True
MHTUNMED2,UNMET MH TRMT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDICATION,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,15,0.03,11,0.023,True
MHTUNMED2,UNMET MH TRMT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDICATION,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNMED2,UNMET MH TRMT NEED: THOUGHT WOULD BE TOLD TO TAKE MEDICATION,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNNOFND2,UNMET MH TRMT NEED: COULD NOT FIND PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,1158,1.97,961,2.032,True
MHTUNNOFND2,UNMET MH TRMT NEED: COULD NOT FIND PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,1983,3.38,1425,3.013,True
MHTUNNOFND2,UNMET MH TRMT NEED: COULD NOT FIND PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,94,0.16,85,0.18,True
MHTUNNOFND2,UNMET MH TRMT NEED: COULD NOT FIND PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,14,0.02,12,0.025,True
MHTUNNOFND2,UNMET MH TRMT NEED: COULD NOT FIND PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNNOFND2,UNMET MH TRMT NEED: COULD NOT FIND PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNNOHLP2,UNMET MH TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,1132,1.93,785,1.66,True
MHTUNNOHLP2,UNMET MH TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,2033,3.47,1633,3.453,True
MHTUNNOHLP2,UNMET MH TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,72,0.12,57,0.121,True
MHTUNNOHLP2,UNMET MH TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02,8,0.017,True
MHTUNNOHLP2,UNMET MH TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNNOHLP2,UNMET MH TRMT NEED: DIDN'T THINK TREATMENT WOULD HELP,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNNOOPN2,UNMET MH TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,422,0.72,353,0.746,True
MHTUNNOOPN2,UNMET MH TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,2656,4.53,1984,4.195,True
MHTUNNOOPN2,UNMET MH TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,161,0.27,138,0.292,True
MHTUNNOOPN2,UNMET MH TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02,8,0.017,True
MHTUNNOOPN2,UNMET MH TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNNOOPN2,UNMET MH TRMT NEED: NO OPENINGS WITH PREFERRED PROVIDER,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNPRIV2,UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,866,1.48,496,1.049,True
MHTUNPRIV2,UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,2346,4.00,1958,4.14,True
MHTUNPRIV2,UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,27,0.05,21,0.044,True
MHTUNPRIV2,UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02,8,0.017,True
MHTUNPRIV2,UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNPRIV2,UNMET MH TRMT NEED: WORRIED THAT INFO NOT KEPT PRIVATE,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNPROBS2,"UNMET MH TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES",MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,765,1.30,613,1.296,True
MHTUNPROBS2,"UNMET MH TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES",MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,2438,4.16,1832,3.873,True
MHTUNPROBS2,"UNMET MH TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES",MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,37,0.06,30,0.063,True
MHTUNPROBS2,"UNMET MH TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES",MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,9,0.02,8,0.017,True
MHTUNPROBS2,"UNMET MH TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES",MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNPROBS2,"UNMET MH TRMT NEED: PROB W/TRANS, CHILD CARE, APPT TIMES",MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNPTHNK2,UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,1030,1.76,630,1.332,True
MHTUNPTHNK2,UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,2199,3.75,1842,3.894,True
MHTUNPTHNK2,UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,10,0.02,4,0.008,True
MHTUNPTHNK2,UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02,7,0.015,True
MHTUNPTHNK2,UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNPTHNK2,UNMET MH TRMT NEED: WORRIED WHAT PEOPLE WOULD THINK OR SAY,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNSTART2,UNMET MH TRMT NEED: NOT READY TO START TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,1473,2.51,1161,2.455,True
MHTUNSTART2,UNMET MH TRMT NEED: NOT READY TO START TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,1697,2.89,1265,2.674,True
MHTUNSTART2,UNMET MH TRMT NEED: NOT READY TO START TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,62,0.11,44,0.093,True
MHTUNSTART2,UNMET MH TRMT NEED: NOT READY TO START TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03,13,0.027,True
MHTUNSTART2,UNMET MH TRMT NEED: NOT READY TO START TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNSTART2,UNMET MH TRMT NEED: NOT READY TO START TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNTIME2,UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,1359,2.32,1115,2.357,True
MHTUNTIME2,UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,1848,3.15,1335,2.822,True
MHTUNTIME2,UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,31,0.05,24,0.051,True
MHTUNTIME2,UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02,9,0.019,True
MHTUNTIME2,UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNTIME2,UNMET MH TRMT NEED: NOT ENOUGH TIME FOR TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MHTUNWHER2,UNMET TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,1,Yes,Categoría analítica,False,1439,2.45,1088,2.3,True
MHTUNWHER2,UNMET TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,2,No,Categoría analítica,False,1794,3.06,1386,2.93,True
MHTUNWHER2,UNMET TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,10,0.02,5,0.011,True
MHTUNWHER2,UNMET TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,6,0.01,4,0.008,True
MHTUNWHER2,UNMET TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1258,2.15,1083,2.29,True
MHTUNWHER2,UNMET TRMT NEED: DID NOT KNOW HOW/WHERE TO GET TREATMENT,MENTAL HEALTH SERVICES UTILIZATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,54126,92.31,43733,92.461,True
MILSTAT,CURRENT MILITARY STATUS,DEMOGRAPHICS,Original u otra,2,In a reserves component,Categoría analítica,False,161,0.27,159,0.336,True
MILSTAT,CURRENT MILITARY STATUS,DEMOGRAPHICS,Original u otra,3,Now separated/retired from reserves/active duty,Categoría analítica,False,2191,3.74,2191,4.632,True
MILSTAT,CURRENT MILITARY STATUS,DEMOGRAPHICS,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,21,0.04,21,0.044,True
MILSTAT,CURRENT MILITARY STATUS,DEMOGRAPHICS,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,1,0.00,1,0.002,True
MILSTAT,CURRENT MILITARY STATUS,DEMOGRAPHICS,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01,5,0.011,True
MILSTAT,CURRENT MILITARY STATUS,DEMOGRAPHICS,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1,0.00,1,0.002,True
MILSTAT,CURRENT MILITARY STATUS,DEMOGRAPHICS,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,56253,95.94,44921,94.972,True
MILTCHLDR,SON OR DAUGHTER IN MILITARY,EDUCATION,Original u otra,1,Yes,Categoría analítica,False,556,0.95,556,1.176,True
MILTCHLDR,SON OR DAUGHTER IN MILITARY,EDUCATION,Original u otra,2,No,Categoría analítica,False,3331,5.68,2311,4.886,True
MILTCHLDR,SON OR DAUGHTER IN MILITARY,EDUCATION,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,98,0.17,64,0.135,True
MILTCHLDR,SON OR DAUGHTER IN MILITARY,EDUCATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,634,1.08,326,0.689,True
MILTCHLDR,SON OR DAUGHTER IN MILITARY,EDUCATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,378,0.64,275,0.581,True
MILTCHLDR,SON OR DAUGHTER IN MILITARY,EDUCATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,2409,4.11,1947,4.116,True
MILTCHLDR,SON OR DAUGHTER IN MILITARY,EDUCATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51227,87.37,41820,88.416,True
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,EDUCATION,Original u otra,1,Yes,Categoría analítica,False,4996,8.52,3538,7.48,True
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,EDUCATION,Original u otra,2,No,Categoría analítica,False,51227,87.37,41820,88.416,True
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,EDUCATION,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,108,0.18,73,0.154,True
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,EDUCATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,514,0.88,207,0.438,True
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,EDUCATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,410,0.70,294,0.622,True
MILTFAMLY,ANY IMMEDIATE FAMILY CURRENTLY IN US MILITARY,EDUCATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1378,2.35,1367,2.89,True
MILTPARNT,FATHER OR MOTHER IN MILITARY,EDUCATION,Original u otra,1,Yes,Categoría analítica,False,1078,1.84,524,1.108,True
MILTPARNT,FATHER OR MOTHER IN MILITARY,EDUCATION,Original u otra,2,No,Categoría analítica,False,2830,4.83,2351,4.971,True
MILTPARNT,FATHER OR MOTHER IN MILITARY,EDUCATION,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,90,0.15,83,0.175,True
MILTPARNT,FATHER OR MOTHER IN MILITARY,EDUCATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,634,1.08,326,0.689,True
MILTPARNT,FATHER OR MOTHER IN MILITARY,EDUCATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,378,0.64,275,0.581,True
MILTPARNT,FATHER OR MOTHER IN MILITARY,EDUCATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,2396,4.09,1920,4.059,True
MILTPARNT,FATHER OR MOTHER IN MILITARY,EDUCATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51227,87.37,41820,88.416,True
MILTSIBLN,SISTER OR BROTHER IN MILITARY,EDUCATION,Original u otra,1,Yes,Categoría analítica,False,1621,2.76,1105,2.336,True
MILTSIBLN,SISTER OR BROTHER IN MILITARY,EDUCATION,Original u otra,2,No,Categoría analítica,False,2297,3.92,1780,3.763,True
MILTSIBLN,SISTER OR BROTHER IN MILITARY,EDUCATION,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,41,0.07,34,0.072,True
MILTSIBLN,SISTER OR BROTHER IN MILITARY,EDUCATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,634,1.08,326,0.689,True
MILTSIBLN,SISTER OR BROTHER IN MILITARY,EDUCATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,378,0.64,275,0.581,True
MILTSIBLN,SISTER OR BROTHER IN MILITARY,EDUCATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,2435,4.15,1959,4.142,True
MILTSIBLN,SISTER OR BROTHER IN MILITARY,EDUCATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51227,87.37,41820,88.416,True
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,EDUCATION,Original u otra,1,Yes,Categoría analítica,False,1150,1.96,996,2.106,True
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,EDUCATION,Original u otra,2,No,Categoría analítica,False,2768,4.72,1889,3.994,True
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,EDUCATION,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,47,0.08,38,0.08,True
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,EDUCATION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,634,1.08,326,0.689,True
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,EDUCATION,Original u otra,97,REFUSED,No respuesta o ausencia,True,378,0.64,275,0.581,True
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,EDUCATION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,2429,4.14,1955,4.133,True
MILTSPPAR,SPOUSE OR PARTNER IN MILITARY,EDUCATION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51227,87.37,41820,88.416,True
MJAGE,AGE WHEN FIRST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,985,BAD DATA Logically assigned,Asignación lógica,True,48,0.08,22,0.047,True
MJAGE,AGE WHEN FIRST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,991,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJAGE,AGE WHEN FIRST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,994,DON'T KNOW,No respuesta o ausencia,True,88,0.15,70,0.148,True
MJAGE,AGE WHEN FIRST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,997,REFUSED,No respuesta o ausencia,True,42,0.07,30,0.063,True
MJAGE,AGE WHEN FIRST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,998,BLANK (NO ANSWER),No respuesta o ausencia,True,25,0.04,13,0.027,True
MJAGE,AGE WHEN FIRST USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,RANGE,1 - 94,Rango válido,False,26366,44.97,24797,52.426,True
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,1421,2.42,1388,2.935,True
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,2,No,Categoría analítica,False,901,1.54,857,1.812,True
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 12 MOS,Ausencia de exposición,True,11909,20.31,11608,24.542,True
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,2,0.00,2,0.004,True
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,29,0.05,22,0.047,True
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,183,0.31,108,0.228,True
MJALLMEDYR,ALL MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,12124,20.68,10947,23.144,True
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,2326,3.97,2249,4.755,True
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,2,No,Categoría analítica,False,12124,20.68,10947,23.144,True
