variable,tipo,n_presentes,n_unicos,n_nan,pct_nan
YOTMTNOW,int64,47299,1,0,0.0
YORX12MO,int64,47299,1,0,0.0
YORXNOW,int64,47299,1,0,0.0
YORXHLP,int64,47299,1,0,0.0
YOTMTHLP,int64,47299,1,0,0.0
YMDELT,float64,0,0,47299,100.0
YMDEYR,float64,0,0,47299,100.0
YMDEAUD5YR,float64,0,0,47299,100.0
YMIUD5YANY,float64,0,0,47299,100.0
YMSUD5YANY,float64,0,0,47299,100.0
YMDERSUD5ANY,float64,0,0,47299,100.0
YMDESUD5ANYO,float64,0,0,47299,100.0
YTXMDEYR,float64,0,0,47299,100.0
YRXMDEYR,float64,0,0,47299,100.0
YMDETXRX,float64,0,0,47299,100.0
YDOCMDE,float64,0,0,47299,100.0
YOMDMDE,float64,0,0,47299,100.0
YPSY1MDE,float64,0,0,47299,100.0
YPSY2MDE,float64,0,0,47299,100.0
YSOCMDE,float64,0,0,47299,100.0
YCOUNMDE,float64,0,0,47299,100.0
YOMHMDE,float64,0,0,47299,100.0
YNURSMDE,float64,0,0,47299,100.0
YRELMDE,float64,0,0,47299,100.0
YHBCHMDE,float64,0,0,47299,100.0
YHLTMDE,float64,0,0,47299,100.0
YALTMDE,float64,0,0,47299,100.0
YMDEHPRX,float64,0,0,47299,100.0
YMDEHPO,float64,0,0,47299,100.0
YMDERXO2,float64,0,0,47299,100.0
YMDEHARX,float64,0,0,47299,100.0
YSDSHOME,float64,0,0,47299,100.0
YSDSWRK,float64,0,0,47299,100.0
YSDSREL,float64,0,0,47299,100.0
YSDSSOC,float64,0,0,47299,100.0
YSDSOVRL,float64,0,0,47299,100.0
MDEIMPY,float64,0,0,47299,100.0
YMDEIMAD5YR,float64,0,0,47299,100.0
YMIMI5YANY,float64,0,0,47299,100.0
YMIMR5YANY,float64,0,0,47299,100.0
YMIMS5YANY,float64,0,0,47299,100.0
MHTSEEKTX2,int64,47299,8,0,0.0
MHTSHLDTX2,int64,47299,8,0,0.0
MHTUNCOST2,int64,47299,6,0,0.0
MHTUNINSCV2,int64,47299,6,0,0.0
MHTUNENFCV2,int64,47299,6,0,0.0
MHTUNWHER2,int64,47299,6,0,0.0
MHTUNNOFND2,int64,47299,6,0,0.0
MHTUNNOOPN2,int64,47299,6,0,0.0
MHTUNPROBS2,int64,47299,6,0,0.0
MHTUNTIME2,int64,47299,6,0,0.0
MHTUNPRIV2,int64,47299,6,0,0.0
MHTUNPTHNK2,int64,47299,6,0,0.0
MHTUNCONSQ2,int64,47299,6,0,0.0
MHTUNSTART2,int64,47299,6,0,0.0
MHTUNHNDL2,int64,47299,6,0,0.0
MHTUNFFLKE2,int64,47299,6,0,0.0
MHTUNFORCE2,int64,47299,6,0,0.0
MHTUNMED2,int64,47299,6,0,0.0
MHTUNNOHLP2,int64,47299,6,0,0.0
MHTUNCARE2,int64,47299,6,0,0.0
IRMHTSUPPGRP,int64,47299,2,0,0.0
IIMHTSUPPGRP,int64,47299,3,0,0.0
IRMHTERED,int64,47299,2,0,0.0
IIMHTERED,int64,47299,2,0,0.0
IRMHTINHOSP2,int64,47299,2,0,0.0
IIMHTINHOSP2,int64,47299,3,0,0.0
IRMHTINRSMH2,int64,47299,2,0,0.0
IIMHTINRSMH2,int64,47299,3,0,0.0
IRMHTINRHAB2,int64,47299,2,0,0.0
IIMHTINRHAB2,int64,47299,2,0,0.0
IRMHTINOPL2,int64,47299,2,0,0.0
IIMHTINOPL2,int64,47299,2,0,0.0
IRMHTOPMHCR2,int64,47299,2,0,0.0
IIMHTOPMHCR2,int64,47299,3,0,0.0
IRMHTOPRHAB2,int64,47299,2,0,0.0
IIMHTOPRHAB2,int64,47299,2,0,0.0
IRMHTOPTHRP2,int64,47299,2,0,0.0
IIMHTOPTHRP2,int64,47299,3,0,0.0
IRMHTOPDOC2,int64,47299,2,0,0.0
IIMHTOPDOC2,int64,47299,3,0,0.0
IRMHTOPHOSP2,int64,47299,2,0,0.0
IIMHTOPHOSP2,int64,47299,3,0,0.0
IRMHTOPSCHL2,int64,47299,2,0,0.0
IIMHTOPSCHL2,int64,47299,3,0,0.0
IRMHTOPOPL2,int64,47299,2,0,0.0
IIMHTOPOPL2,int64,47299,3,0,0.0
IRMHTRXMED,int64,47299,2,0,0.0
IIMHTRXMED,int64,47299,2,0,0.0
IRMHTPHVID,int64,47299,2,0,0.0
IIMHTPHVID,int64,47299,3,0,0.0
IRMHTPEERSPC,int64,47299,2,0,0.0
IIMHTPEERSPC,int64,47299,3,0,0.0
MHTINOTHPY2,int64,47299,2,0,0.0
MHTINPPY2,int64,47299,2,0,0.0
MHTOPOTPY2,int64,47299,2,0,0.0
MHTOPPY2,int64,47299,2,0,0.0
MHTOPNDOC2,int64,47299,2,0,0.0
MHTRTPY2,int64,47299,2,0,0.0
MHTRTOSVPY2,int64,47299,2,0,0.0
MHTNSEEKPY2,float64,34082,2,13217,27.944
MHTSKTHPY2,float64,34072,2,13227,27.965
MHNTCOST2,float64,2468,2,44831,94.782
MHNTINSCV2,float64,2308,2,44991,95.12
MHNTENFCV2,float64,2206,2,45093,95.336
MHNTWHER2,float64,2473,2,44826,94.772
MHNTNOFND2,float64,2385,2,44914,94.958
MHNTNOOPN2,float64,2336,2,44963,95.061
MHNTPROBS2,float64,2444,2,44855,94.833
MHNTTIME2,float64,2449,2,44850,94.822
MHNTPRIV2,float64,2453,2,44846,94.814
MHNTPTHNK2,float64,2471,2,44828,94.776
MHNTCONSQ2,float64,2454,2,44845,94.812
MHNTSTART2,float64,2425,2,44874,94.873
MHNTHNDL2,float64,2462,2,44837,94.795
MHNTFFLKE2,float64,2445,2,44854,94.831
MHNTFORCE2,float64,2455,2,44844,94.81
MHNTMEDS2,float64,2445,2,44854,94.831
MHNTNOHLP2,float64,2417,2,44882,94.89
MHNTCARE2,float64,2444,2,44855,94.833
RCVSUTOMHT2,int64,47299,2,0,0.0
RCVMHTNSUT2,int64,47299,2,0,0.0
RCVSUTNMHT2,int64,47299,2,0,0.0
RCVSUTAMHT2,int64,47299,2,0,0.0
PREGSTAT,int64,47299,7,0,0.0
HTANSWER,int64,47299,6,0,0.0
HTINCHE2,int64,47299,25,0,0.0
WTANSWER,int64,47299,6,0,0.0
WTPOUND2,int64,47299,225,0,0.0
NMERTMT2,int64,47299,31,0,0.0
INHOSPYR,int64,47299,6,0,0.0
NMNGTHS2,int64,47299,36,0,0.0
NMVSOPT2,int64,47299,24,0,0.0
NMVSOEST,int64,47299,13,0,0.0
TELEAPTYR,int64,47299,6,0,0.0
HPUSETOB,int64,47299,7,0,0.0
HPUSEALC,int64,47299,7,0,0.0
HPUSEDRG,int64,47299,7,0,0.0
HPQTTOB,int64,47299,9,0,0.0
HPALCAMT2,int64,47299,8,0,0.0
HPALCFRQ2,int64,47299,9,0,0.0
HPALCPRB2,int64,47299,8,0,0.0
HPALCCUT2,int64,47299,8,0,0.0
HPALCTX2,int64,47299,8,0,0.0
HPALCNOT2,int64,47299,8,0,0.0
HPDRGTALK,int64,47299,9,0,0.0
HRTCONDEV2,int64,47299,6,0,0.0
DIABETEVR2,int64,47299,6,0,0.0
COPDEVER2,int64,47299,6,0,0.0
CIRROSEVR2,int64,47299,6,0,0.0
HEPBCEVER2,int64,47299,6,0,0.0
KIDNYDSEV2,int64,47299,6,0,0.0
ASTHMAEVR2,int64,47299,6,0,0.0
HIVAIDSEV2,int64,47299,6,0,0.0
CANCEREVR2,int64,47299,6,0,0.0
HIGHBPEVR2,int64,47299,6,0,0.0
NONABOVEV2,int64,47299,6,0,0.0
CABLADDER,int64,47299,7,0,0.0
CABLOLEULYM,int64,47299,7,0,0.0
CAOTHER2,int64,47299,7,0,0.0
CABREAST,int64,47299,7,0,0.0
CACERVIX,int64,47299,7,0,0.0
CACOLNRECT,int64,47299,7,0,0.0
CAESOPSTOM,int64,47299,7,0,0.0
CAGALLIVPAN,int64,47299,7,0,0.0
CAKIDNEY,int64,47299,7,0,0.0
CALARYLUNG,int64,47299,7,0,0.0
CAMELANOM,int64,47299,7,0,0.0
CAMOUTTHRO,int64,47299,7,0,0.0
CAOVARY,int64,47299,7,0,0.0
CAPROSTEST,int64,47299,7,0,0.0
CASKINOTH,int64,47299,7,0,0.0
CASKINDK,int64,47299,7,0,0.0
CATHYROID,int64,47299,7,0,0.0
CAUTERUS,int64,47299,7,0,0.0
CANCERYR,int64,47299,9,0,0.0
HRTCONDAG,int64,47299,96,0,0.0
HRTCONDYR,int64,47299,8,0,0.0
DIABETEAG,int64,47299,90,0,0.0
COPDAGE,int64,47299,90,0,0.0
CIRROSAGE,int64,47299,59,0,0.0
HEPBCAGE,int64,47299,72,0,0.0
KIDNYDSAG,int64,47299,91,0,0.0
ASTHMAAGE,int64,47299,85,0,0.0
ASTHMANOW,int64,47299,7,0,0.0
HIVAIDSAG,int64,47299,40,0,0.0
HIGHBPMED,int64,47299,7,0,0.0
HIGHBPAGE,int64,47299,93,0,0.0
PREGST,float64,46917,3,382,0.808
BMI2,float64,45049,3067,2250,4.757
TELEAPTYR2,float64,46272,2,1027,2.171
CASUPROB,int64,47299,6,0,0.0
CASURCVR,int64,47299,7,0,0.0
CAMHPROB,int64,47299,6,0,0.0
CAMHRCVR,int64,47299,7,0,0.0
KRATEVER,int64,47299,6,0,0.0
KRATREC,int64,47299,7,0,0.0
FLVVAPEVR,int64,47299,6,0,0.0
FLVVAPREC,int64,47299,7,0,0.0
SYNMRJEVR,int64,47299,6,0,0.0
SYNMRJREC,int64,47299,7,0,0.0
SYNSTMEVR,int64,47299,6,0,0.0
SYNSTMREC,int64,47299,7,0,0.0
IMFEVER,int64,47299,6,0,0.0
IMFNDLEVER,int64,47299,6,0,0.0
IRKRATREC,int64,47299,4,0,0.0
IIKRATREC,int64,47299,3,0,0.0
IRFLVVAPREC,int64,47299,4,0,0.0
IIFLVVAPREC,int64,47299,3,0,0.0
IRSYNMRJREC,int64,47299,4,0,0.0
IISYNMRJREC,int64,47299,3,0,0.0
IRSYNSTMREC,int64,47299,4,0,0.0
IISYNSTMREC,int64,47299,3,0,0.0
IRIMFREC,int64,47299,4,0,0.0
IIIMFREC,int64,47299,3,0,0.0
CASUPROB2,float64,45714,2,1585,3.351
RCVYSUBPRB,float64,45702,2,1597,3.376
CAMHPROB2,float64,45737,2,1562,3.302
RCVYMHPRB,float64,45622,2,1677,3.546
KRATOMFLAG,int64,47299,2,0,0.0
KRATOMYR,int64,47299,2,0,0.0
KRATOMMON,int64,47299,2,0,0.0
FLVVAPFLAG,int64,47299,2,0,0.0
FLVVAPYR,int64,47299,2,0,0.0
FLVVAPMON,int64,47299,2,0,0.0
SYNMRJFLAG,int64,47299,2,0,0.0
SYNMRJYR,int64,47299,2,0,0.0
SYNMRJMON,int64,47299,2,0,0.0
SYNSTMFLAG,int64,47299,2,0,0.0
SYNSTMYR,int64,47299,2,0,0.0
SYNSTMMON,int64,47299,2,0,0.0
IMFFLAG,int64,47299,2,0,0.0
IMFYR,int64,47299,2,0,0.0
IMFMON,int64,47299,2,0,0.0
IMFNEDFLAG,float64,47273,2,26,0.055
ANYNEDFLAG,float64,47024,2,275,0.581
ANYNEDYR,float64,47032,2,267,0.564
FPIMFANYYR2,int64,47299,2,0,0.0
FPIMFNMYR,int64,47299,2,0,0.0
OPIIMFNMYR2,int64,47299,2,0,0.0
OPIIMFNMMN2,int64,47299,2,0,0.0
ILIMFOTHFG,int64,47299,2,0,0.0
ILIMFOTHYR,int64,47299,2,0,0.0
ILIMFOTHMN,int64,47299,2,0,0.0
LANGVER,int64,47299,2,0,0.0
GQTYPE2,str,234,2,47065,99.505
