variable,tipo,n_presentes,n_unicos,n_nan,pct_nan
STMRSSOR,int64,47299,7,0,0.0
STMRSOTRS2,int64,47299,16,0,0.0
STMRSMAIN,int64,47299,15,0,0.0
STMNORXFG,int64,47299,2,0,0.0
SEDANYLIF,int64,47299,6,0,0.0
SEDANYREC,int64,47299,6,0,0.0
SVBZOANYYR,float64,47076,2,223,0.471
SEDNMLIF,int64,47299,8,0,0.0
SEDNMREC,int64,47299,8,0,0.0
SEDNMINIT,int64,47299,7,0,0.0
SEDNMAGE,int64,47299,24,0,0.0
SEDNMYFU,int64,47299,6,0,0.0
SEDNMMFU,int64,47299,15,0,0.0
SEDNM30D,int64,47299,9,0,0.0
SEDNM30FQ,int64,47299,20,0,0.0
SEDNM30ES,int64,47299,4,0,0.0
SEDNM30AL,int64,47299,7,0,0.0
SEDWYNORX,int64,47299,9,0,0.0
SEDWYGAMT,int64,47299,9,0,0.0
SEDWYOFTN,int64,47299,8,0,0.0
SEDWYLNGR,int64,47299,8,0,0.0
SEDWYOTWY,int64,47299,8,0,0.0
SEDNMLAST,int64,47299,16,0,0.0
SEDRSRELX,int64,47299,8,0,0.0
SEDRSEXPT,int64,47299,7,0,0.0
SEDRSHIGH,int64,47299,7,0,0.0
SEDRSSLEP,int64,47299,8,0,0.0
SEDRSEMOT,int64,47299,7,0,0.0
SEDRSDGFX,int64,47299,7,0,0.0
SEDRSHOOK,int64,47299,7,0,0.0
SEDRSSOR,int64,47299,7,0,0.0
SEDRSOTRS2,int64,47299,9,0,0.0
SEDRSMAIN,int64,47299,10,0,0.0
SEDNORXFG,int64,47299,2,0,0.0
SVBZONMYR,float64,47080,2,219,0.463
IRCIGRC,int64,47299,5,0,0.0
IICIGRC,int64,47299,3,0,0.0
II2CIGRC,int64,47299,7,0,0.0
IRCGRRC,int64,47299,5,0,0.0
IICGRRC,int64,47299,2,0,0.0
II2CGRRC,int64,47299,8,0,0.0
IRPIPLF,int64,47299,2,0,0.0
IIPIPLF,int64,47299,2,0,0.0
IRPIPMN,int64,47299,3,0,0.0
IIPIPMN,int64,47299,3,0,0.0
IRNICVAPREC,int64,47299,5,0,0.0
IINICVAPREC,int64,47299,8,0,0.0
IRSMKLSSREC,int64,47299,5,0,0.0
IISMKLSSREC,int64,47299,9,0,0.0
IRALCRC,int64,47299,4,0,0.0
IIALCRC,int64,47299,3,0,0.0
II2ALCRC,int64,47299,5,0,0.0
IRCBDHMPREC,int64,47299,5,0,0.0
IICBDHMPREC,int64,47299,3,0,0.0
IRMJRC,int64,47299,4,0,0.0
IIMJRC,int64,47299,3,0,0.0
II2MJRC,int64,47299,5,0,0.0
IRMJEVERVAPE,int64,47299,3,0,0.0
IIMJEVERVAPE,int64,47299,4,0,0.0
IRMJYRSMOKE,int64,47299,3,0,0.0
IIMJYRSMOKE,int64,47299,4,0,0.0
IRMJYRVAPE,int64,47299,3,0,0.0
IIMJYRVAPE,int64,47299,4,0,0.0
IRMJYRDAB,int64,47299,3,0,0.0
IIMJYRDAB,int64,47299,4,0,0.0
IRMJYREAT,int64,47299,3,0,0.0
IIMJYREAT,int64,47299,4,0,0.0
IRMJYRMOUTH,int64,47299,3,0,0.0
IIMJYRMOUTH,int64,47299,4,0,0.0
IRMJYRSKIN,int64,47299,3,0,0.0
IIMJYRSKIN,int64,47299,4,0,0.0
IRMJYRPILL,int64,47299,3,0,0.0
IIMJYRPILL,int64,47299,4,0,0.0
IRMJYROTHER,int64,47299,3,0,0.0
IIMJYROTHER,int64,47299,4,0,0.0
IRMJMONSMOKE,int64,47299,3,0,0.0
IIMJMONSMOKE,int64,47299,4,0,0.0
IRMJMONVAPE,int64,47299,3,0,0.0
IIMJMONVAPE,int64,47299,4,0,0.0
IRMJMONDAB,int64,47299,3,0,0.0
IIMJMONDAB,int64,47299,4,0,0.0
IRMJMONEAT,int64,47299,3,0,0.0
IIMJMONEAT,int64,47299,4,0,0.0
IRMJMONMOUTH,int64,47299,3,0,0.0
IIMJMONMOUTH,int64,47299,4,0,0.0
IRMJMONSKIN,int64,47299,3,0,0.0
IIMJMONSKIN,int64,47299,4,0,0.0
IRMJMONPILL,int64,47299,3,0,0.0
IIMJMONPILL,int64,47299,4,0,0.0
IRCOCRC,int64,47299,4,0,0.0
IICOCRC,int64,47299,3,0,0.0
II2COCRC,int64,47299,5,0,0.0
IRCRKRC,int64,47299,4,0,0.0
IICRKRC,int64,47299,2,0,0.0
II2CRKRC,int64,47299,4,0,0.0
IRHERRC,int64,47299,4,0,0.0
IIHERRC,int64,47299,2,0,0.0
II2HERRC,int64,47299,4,0,0.0
IRHALLUCREC,int64,47299,4,0,0.0
IIHALLUCREC,int64,47299,5,0,0.0
IRLSDRC,int64,47299,4,0,0.0
IILSDRC,int64,47299,3,0,0.0
II2LSDRC,int64,47299,5,0,0.0
IRPCPRC,int64,47299,4,0,0.0
IIPCPRC,int64,47299,3,0,0.0
II2PCPRC,int64,47299,5,0,0.0
IRPSILCYREC,int64,47299,4,0,0.0
IIPSILCYREC,int64,47299,5,0,0.0
IRECSTMOREC,int64,47299,4,0,0.0
IIECSTMOREC,int64,47299,5,0,0.0
IRKETMINREC,int64,47299,4,0,0.0
IIKETMINREC,int64,47299,5,0,0.0
IRDAMTFXREC,int64,47299,4,0,0.0
IIDAMTFXREC,int64,47299,5,0,0.0
IRSALVIAREC,int64,47299,4,0,0.0
IISALVIAREC,int64,47299,5,0,0.0
IRINHALREC2,int64,47299,4,0,0.0
IIINHALREC2,int64,47299,4,0,0.0
IRMETHAMREC,int64,47299,4,0,0.0
IIMETHAMREC,int64,47299,4,0,0.0
IRPNRANYREC2,int64,47299,3,0,0.0
IIPNRANYREC2,int64,47299,4,0,0.0
IROXCNANYYR2,int64,47299,2,0,0.0
IIOXCNANYYR2,int64,47299,3,0,0.0
IRFENTANYYR2,int64,47299,2,0,0.0
IIFENTANYYR2,int64,47299,3,0,0.0
IRRXOPANYYR,int64,47299,2,0,0.0
IIRXOPANYYR,int64,47299,2,0,0.0
IRTRQANYREC,int64,47299,3,0,0.0
IITRQANYREC,int64,47299,3,0,0.0
IRSTMANYREC,int64,47299,3,0,0.0
IISTMANYREC,int64,47299,3,0,0.0
IRSEDANYREC,int64,47299,3,0,0.0
IISEDANYREC,int64,47299,3,0,0.0
IRBZOANYYR,int64,47299,2,0,0.0
IIBZOANYYR,int64,47299,2,0,0.0
IRPNRNMREC,int64,47299,4,0,0.0
IIPNRNMREC,int64,47299,6,0,0.0
IROXCNNMYR,int64,47299,2,0,0.0
IIOXCNNMYR,int64,47299,3,0,0.0
IRFENTNMYR,int64,47299,2,0,0.0
IIFENTNMYR,int64,47299,2,0,0.0
IRRXOPNMYR,int64,47299,2,0,0.0
IIRXOPNMYR,int64,47299,2,0,0.0
IRTRQNMREC,int64,47299,4,0,0.0
IITRQNMREC,int64,47299,6,0,0.0
IRSTMNMREC,int64,47299,4,0,0.0
IISTMNMREC,int64,47299,6,0,0.0
IRSEDNMREC,int64,47299,4,0,0.0
IISEDNMREC,int64,47299,6,0,0.0
IRBZONMYR,int64,47299,2,0,0.0
IIBZONMYR,int64,47299,2,0,0.0
IRALCFY,int64,47299,184,0,0.0
IIALCFY,int64,47299,4,0,0.0
II2ALCFY,int64,47299,5,0,0.0
IRMJFY,int64,47299,207,0,0.0
IIMJFY,int64,47299,4,0,0.0
II2MJFY,int64,47299,5,0,0.0
IRCOCFY,int64,47299,73,0,0.0
IICOCFY,int64,47299,4,0,0.0
II2COCFY,int64,47299,5,0,0.0
IRCRKFY,int64,47299,52,0,0.0
IICRKFY,int64,47299,4,0,0.0
II2CRKFY,int64,47299,5,0,0.0
IRHERFY,int64,47299,44,0,0.0
IIHERFY,int64,47299,4,0,0.0
II2HERFY,int64,47299,5,0,0.0
IRHALLUCYFQ,int64,47299,69,0,0.0
IIHALLUCYFQ,int64,47299,5,0,0.0
IRINHALYFQ2,int64,47299,56,0,0.0
IIINHALYFQ2,int64,47299,5,0,0.0
IRMETHAMYFQ,int64,47299,79,0,0.0
IIMETHAMYFQ,int64,47299,5,0,0.0
IRCIGFM,float64,47299,35,0,0.0
IICIGFM,int64,47299,4,0,0.0
II2CIGFM,int64,47299,4,0,0.0
IRCGRFM,float64,47299,34,0,0.0
IICGRFM,int64,47299,4,0,0.0
II2CGRFM,int64,47299,5,0,0.0
IRSMKLSS30N,float64,47299,35,0,0.0
IISMKLSS30N,int64,47299,5,0,0.0
IRNICVAP30N,float64,47299,36,0,0.0
IINICVAP30N,int64,47299,5,0,0.0
IRALCFM,float64,47299,37,0,0.0
IIALCFM,int64,47299,4,0,0.0
II2ALCFM,int64,47299,5,0,0.0
IRALCBNG30D,int64,47299,33,0,0.0
IIALCBNG30D,int64,47299,5,0,0.0
IRMJFM,float64,47299,36,0,0.0
IIMJFM,int64,47299,4,0,0.0
II2MJFM,int64,47299,5,0,0.0
IRCOCFM,int64,47299,27,0,0.0
IICOCFM,int64,47299,4,0,0.0
II2COCFM,int64,47299,5,0,0.0
IRCRKFM,int64,47299,20,0,0.0
IICRKFM,int64,47299,4,0,0.0
II2CRKFM,int64,47299,5,0,0.0
IRHERFM,float64,47299,18,0,0.0
IIHERFM,int64,47299,4,0,0.0
II2HERFM,int64,47299,5,0,0.0
IRHALLUC30N,float64,47299,23,0,0.0
IIHALLUC30N,int64,47299,5,0,0.0
IRINHAL30N2,float64,47299,24,0,0.0
IIINHAL30N2,int64,47299,5,0,0.0
IRMETHAM30N,float64,47299,33,0,0.0
IIMETHAM30N,int64,47299,5,0,0.0
IRPNRNM30FQ,float64,47299,28,0,0.0
IIPNRNM30FQ,int64,47299,5,0,0.0
IRTRQNM30FQ,int64,47299,22,0,0.0
IITRQNM30FQ,int64,47299,5,0,0.0
IRSTMNM30FQ,int64,47299,24,0,0.0
IISTMNM30FQ,int64,47299,5,0,0.0
IRSEDNM30FQ,int64,47299,18,0,0.0
IISEDNM30FQ,int64,47299,4,0,0.0
IRCIGAGE,int64,47299,54,0,0.0
IICIGAGE,int64,47299,4,0,0.0
IRCIGYFU,int64,47299,88,0,0.0
IICIGYFU,int64,47299,4,0,0.0
IRCDUAGE,int64,47299,59,0,0.0
IICDUAGE,int64,47299,3,0,0.0
IRCD2YFU,int64,47299,84,0,0.0
IICD2YFU,int64,47299,3,0,0.0
IRCGRAGE,int64,47299,72,0,0.0
IICGRAGE,int64,47299,3,0,0.0
IRCGRYFU,int64,47299,81,0,0.0
IICGRYFU,int64,47299,3,0,0.0
IRSMKLSSTRY,int64,47299,61,0,0.0
IISMKLSSTRY,int64,47299,3,0,0.0
IRSMKLSSYFU,int64,47299,80,0,0.0
IISMKLSSYFU,int64,47299,3,0,0.0
IRNICVAPAGE,int64,47299,80,0,0.0
IINICVAPAGE,int64,47299,3,0,0.0
IRNICVAPYFU,int64,47299,57,0,0.0
IINICVAPYFU,int64,47299,3,0,0.0
IRALCAGE,int64,47299,60,0,0.0
IIALCAGE,int64,47299,3,0,0.0
IRALCYFU,int64,47299,85,0,0.0
IIALCYFU,int64,47299,3,0,0.0
IRMJAGE,int64,47299,88,0,0.0
IIMJAGE,int64,47299,3,0,0.0
IRMJYFU,int64,47299,73,0,0.0
IIMJYFU,int64,47299,3,0,0.0
IRCOCAGE,int64,47299,56,0,0.0
IICOCAGE,int64,47299,4,0,0.0
IRCOCYFU,int64,47299,63,0,0.0
IICOCYFU,int64,47299,3,0,0.0
IRCRKAGE,int64,47299,50,0,0.0
IICRKAGE,int64,47299,3,0,0.0
IRCRKYFU,int64,47299,56,0,0.0
IICRKYFU,int64,47299,3,0,0.0
IRHERAGE,int64,47299,49,0,0.0
IIHERAGE,int64,47299,3,0,0.0
IRHERYFU,int64,47299,63,0,0.0
IIHERYFU,int64,47299,3,0,0.0
IRHALLUCAGE,int64,47299,66,0,0.0
IIHALLUCAGE,int64,47299,4,0,0.0
IRHALLUCYFU,int64,47299,69,0,0.0
IIHALLUCYFU,int64,47299,4,0,0.0
IRLSDAGE,int64,47299,52,0,0.0
IILSDAGE,int64,47299,4,0,0.0
IRLSDYFU,int64,47299,66,0,0.0
IILSDYFU,int64,47299,4,0,0.0
IRPCPAGE,int64,47299,40,0,0.0
IIPCPAGE,int64,47299,3,0,0.0
IRPCPYFU,int64,47299,61,0,0.0
IIPCPYFU,int64,47299,3,0,0.0
IRECSTMOAGE,int64,47299,53,0,0.0
IIECSTMOAGE,int64,47299,3,0,0.0
IRECSTMOYFU,int64,47299,60,0,0.0
IIECSTMOYFU,int64,47299,3,0,0.0
IRINHALAGE2,int64,47299,54,0,0.0
IIINHALAGE2,int64,47299,3,0,0.0
IRINHALYFU2,int64,47299,70,0,0.0
IIINHALYFU2,int64,47299,3,0,0.0
IRMETHAMAGE,int64,47299,61,0,0.0
IIMETHAMAGE,int64,47299,3,0,0.0
IRMETHAMYFU,int64,47299,64,0,0.0
IIMETHAMYFU,int64,47299,3,0,0.0
IRPNRNMINIT,int64,47299,4,0,0.0
IIPNRNMINIT,int64,47299,3,0,0.0
IRTRQNMINIT,int64,47299,4,0,0.0
IITRQNMINIT,int64,47299,3,0,0.0
IRSTMNMINIT,int64,47299,4,0,0.0
IISTMNMINIT,int64,47299,2,0,0.0
IRSEDNMINIT,int64,47299,4,0,0.0
IISEDNMINIT,int64,47299,2,0,0.0
IRPNRNMYFU,int64,47299,4,0,0.0
IIPNRNMYFU,int64,47299,4,0,0.0
IRPNRNMAGE,int64,47299,64,0,0.0
IIPNRNMAGE,int64,47299,4,0,0.0
IRTRQNMYFU,int64,47299,4,0,0.0
IITRQNMYFU,int64,47299,4,0,0.0
IRTRQNMAGE,int64,47299,51,0,0.0
IITRQNMAGE,int64,47299,4,0,0.0
IRSTMNMYFU,int64,47299,4,0,0.0
IISTMNMYFU,int64,47299,4,0,0.0
IRSTMNMAGE,int64,47299,32,0,0.0
IISTMNMAGE,int64,47299,4,0,0.0
IRSEDNMYFU,int64,47299,4,0,0.0
IISEDNMYFU,int64,47299,4,0,0.0
IRSEDNMAGE,int64,47299,25,0,0.0
IISEDNMAGE,int64,47299,4,0,0.0
CIGFLAG,int64,47299,2,0,0.0
CIGYR,int64,47299,2,0,0.0
CIGMON,int64,47299,2,0,0.0
CGRFLAG,int64,47299,2,0,0.0
CGRYR,int64,47299,2,0,0.0
CGRMON,int64,47299,2,0,0.0
PIPFLAG,int64,47299,2,0,0.0
PIPMON,int64,47299,2,0,0.0
SMKLSSFLAG,int64,47299,2,0,0.0
SMKLSSYR,int64,47299,2,0,0.0
SMKLSSMON,int64,47299,2,0,0.0
TOBCIGONL,int64,47299,4,0,0.0
TOBFLAG,int64,47299,2,0,0.0
TOBYR,int64,47299,2,0,0.0
TOBMON,int64,47299,2,0,0.0
NICVAPFLAG,int64,47299,2,0,0.0
NICVAPYR,int64,47299,2,0,0.0
NICVAPMON,int64,47299,2,0,0.0
TOBVNICFLAG,int64,47299,2,0,0.0
TOBVNICYR,int64,47299,2,0,0.0
TOBVNICMON,int64,47299,2,0,0.0
TOBVAPONL2,int64,47299,4,0,0.0
TOBCIGVAP2,int64,47299,4,0,0.0
ALCFLAG,int64,47299,2,0,0.0
ALCYR,int64,47299,2,0,0.0
ALCMON,int64,47299,2,0,0.0
CBDHMPFLAG,int64,47299,2,0,0.0
CBDHMPYR,int64,47299,2,0,0.0
CBDHMPMON,int64,47299,2,0,0.0
MRJFLAG,int64,47299,2,0,0.0
MRJYR,int64,47299,2,0,0.0
MRJMON,int64,47299,2,0,0.0
MJSMKYR,int64,47299,2,0,0.0
MJVAPFLAG,int64,47299,2,0,0.0
MJVAPYR,int64,47299,2,0,0.0
MJDABYR,int64,47299,2,0,0.0
MJEATYR,int64,47299,2,0,0.0
MJMTHYR,int64,47299,2,0,0.0
MJSKNYR,int64,47299,2,0,0.0
MJPLLYR,int64,47299,2,0,0.0
MJOTHYR,int64,47299,2,0,0.0
MJCMOTHYR,int64,47299,2,0,0.0
MJSMKMON,int64,47299,2,0,0.0
MJVAPMON,int64,47299,2,0,0.0
MRJMONVAP2,int64,47299,3,0,0.0
MJDABMON,int64,47299,2,0,0.0
MJEATMON,int64,47299,2,0,0.0
MJMTHMON,int64,47299,2,0,0.0
MJSKNMON,int64,47299,2,0,0.0
MJPLLMON,int64,47299,2,0,0.0
MJCMOTHMON,int64,47299,2,0,0.0
COCFLAG,int64,47299,2,0,0.0
COCYR,int64,47299,2,0,0.0
COCMON,int64,47299,2,0,0.0
CRKFLAG,int64,47299,2,0,0.0
CRKYR,int64,47299,2,0,0.0
CRKMON,int64,47299,2,0,0.0
HERFLAG,int64,47299,2,0,0.0
HERYR,int64,47299,2,0,0.0
HERMON,int64,47299,2,0,0.0
HALLUCFLAG,int64,47299,2,0,0.0
HALLUCYR,int64,47299,2,0,0.0
HALLUCMON,int64,47299,2,0,0.0
LSDFLAG,int64,47299,2,0,0.0
LSDYR,int64,47299,2,0,0.0
LSDMON,int64,47299,2,0,0.0
PCPFLAG,int64,47299,2,0,0.0
PCPYR,int64,47299,2,0,0.0
PCPMON,int64,47299,2,0,0.0
PSILCYFLAG,int64,47299,2,0,0.0
PSILCYYR,int64,47299,2,0,0.0
PSILCYMON,int64,47299,2,0,0.0
ECSTMOFLAG,int64,47299,2,0,0.0
ECSTMOYR,int64,47299,2,0,0.0
ECSTMOMON,int64,47299,2,0,0.0
DAMTFXFLAG,int64,47299,2,0,0.0
DAMTFXYR,int64,47299,2,0,0.0
DAMTFXMON,int64,47299,2,0,0.0
KETMINFLAG,int64,47299,2,0,0.0
KETMINYR,int64,47299,2,0,0.0
KETMINMON,int64,47299,2,0,0.0
SALVIAFLAG,int64,47299,2,0,0.0
SALVIAYR,int64,47299,2,0,0.0
SALVIAMON,int64,47299,2,0,0.0
INHALFLAG2,int64,47299,2,0,0.0
INHALYR2,int64,47299,2,0,0.0
INHALMON2,int64,47299,2,0,0.0
METHAMFLAG,int64,47299,2,0,0.0
METHAMYR,int64,47299,2,0,0.0
METHAMMON,int64,47299,2,0,0.0
PNRANYFLAG2,int64,47299,2,0,0.0
PNRANYYR2,int64,47299,2,0,0.0
OXYCNANYYR2,int64,47299,2,0,0.0
TRQANYFLAG,int64,47299,2,0,0.0
TRQANYYR,int64,47299,2,0,0.0
STMANYFLAG,int64,47299,2,0,0.0
STMANYYR,int64,47299,2,0,0.0
SEDANYFLAG,int64,47299,2,0,0.0
SEDANYYR,int64,47299,2,0,0.0
TQSDANYFLG,int64,47299,2,0,0.0
TQSDANYYR,int64,47299,2,0,0.0
BZOANYYR,float64,47251,2,48,0.101
PSYANYFLAG2,int64,47299,2,0,0.0
PSYANYYR2,int64,47299,2,0,0.0
OPIANYYR2,int64,47299,2,0,0.0
CNSANYYR,int64,47299,2,0,0.0
PNRNMFLAG,int64,47299,2,0,0.0
PNRNMYR,int64,47299,2,0,0.0
PNRNMMON,int64,47299,2,0,0.0
OXYCNNMYR,int64,47299,2,0,0.0
TRQNMFLAG,int64,47299,2,0,0.0
TRQNMYR,int64,47299,2,0,0.0
TRQNMMON,int64,47299,2,0,0.0
STMNMFLAG,int64,47299,2,0,0.0
STMNMYR,int64,47299,2,0,0.0
STMNMMON,int64,47299,2,0,0.0
SEDNMFLAG,int64,47299,2,0,0.0
SEDNMYR,int64,47299,2,0,0.0
SEDNMMON,int64,47299,2,0,0.0
TQSDNMFLAG,int64,47299,2,0,0.0
TQSDNMYR,int64,47299,2,0,0.0
TQSDNMMON,int64,47299,2,0,0.0
BZONMYR,float64,47291,2,8,0.017
PSYCHFLAG,int64,47299,2,0,0.0
PSYCHYR,int64,47299,2,0,0.0
PSYCHMON,int64,47299,2,0,0.0
OPINMYR2,int64,47299,2,0,0.0
OPINMMON2,int64,47299,2,0,0.0
HERRXOPYR,int64,47299,4,0,0.0
CNSNMYR,int64,47299,2,0,0.0
CNSNMMON,int64,47299,2,0,0.0
ILLFLAG,int64,47299,2,0,0.0
ILLYR,int64,47299,2,0,0.0
ILLMON,int64,47299,2,0,0.0
MJONLYFLAG2,int64,47299,2,0,0.0
MJONLYYR2,int64,47299,2,0,0.0
MJONLYMON2,int64,47299,2,0,0.0
ILLEMFLAG2,int64,47299,2,0,0.0
ILLEMYR2,int64,47299,2,0,0.0
ILLEMMON2,int64,47299,2,0,0.0
CDUFLAG,int64,47299,2,0,0.0
DCIGMON,int64,47299,2,0,0.0
CDCGMO,int64,47299,2,0,0.0
CDNOCGMO,int64,47299,2,0,0.0
BNGDRKMON,int64,47299,2,0,0.0
HVYDRKMON,int64,47299,2,0,0.0
ILTOBALCFG,int64,47299,2,0,0.0
ILTOBALCYR,int64,47299,2,0,0.0
ILTOBALCMN,int64,47299,2,0,0.0
ILTOBVAPALC,int64,47299,2,0,0.0
ILLALCMON,int64,47299,2,0,0.0
TOBALCFLG,int64,47299,2,0,0.0
TOBALCYR,int64,47299,2,0,0.0
TOBALCMN,int64,47299,2,0,0.0
ILLANDALC,int64,47299,2,0,0.0
ILLORALC,int64,47299,2,0,0.0
ILLALCFLG,int64,47299,2,0,0.0
PEYOTEEVER,float64,47286,2,13,0.027
MESCEVER,float64,47279,2,20,0.042
AMYLNIEVER2,float64,47284,2,15,0.032
CLEFLUEVER2,float64,47294,2,5,0.011
GASEVER2,float64,47297,2,2,0.004
GLUEEVER2,float64,47296,2,3,0.006
ETHEREVER2,float64,47292,2,7,0.015
SOLVENEVER2,float64,47293,2,6,0.013
LGASEVER2,float64,47295,2,4,0.008
NITOXIEVER2,float64,47288,2,11,0.023
FLTMRKEVER2,float64,47292,2,7,0.015
SPAINTEVER2,float64,47295,2,4,0.008
AIRDUSEVER2,float64,47296,2,3,0.006
OTHAEREVER2,float64,47293,2,6,0.013
RXHYDCANY2,float64,47220,2,79,0.167
RXZOHYANY2,float64,47219,2,80,0.169
RXOXCOANY2,float64,47215,2,84,0.178
RXTRAMANY2,float64,47204,2,95,0.201
RXCODEANY2,float64,47217,2,82,0.173
RXMORPANY2,float64,47205,2,94,0.199
RXBUPRANY2,float64,47217,2,82,0.173
RXOXYMANY2,float64,47214,2,85,0.18
RXDEMEANY2,float64,47206,2,93,0.197
RXHYDMANY2,float64,47206,2,93,0.197
RXMTDNANY2,float64,47206,2,93,0.197
OTHRPNRANY2,float64,46826,2,473,1.0
RXBZOTANY,float64,47275,2,24,0.051
RXALPRANY,float64,47265,2,34,0.072
RXLORAANY,float64,47262,2,37,0.078
RXCLONANY,float64,47262,2,37,0.078
RXDIAZANY,float64,47260,2,39,0.082
RXMRLXANY,float64,47253,2,46,0.097
RXCYCLANY,float64,47253,2,46,0.097
RXSOMAANY,float64,47253,2,46,0.097
OTHRTRQANY,float64,47250,2,49,0.104
RXAMMEANY,float64,47282,2,17,0.036
RXAMPHANY,float64,47278,2,21,0.044
RXMTHPANY,float64,47276,2,23,0.049
RXANORANY,float64,47274,2,25,0.053
RXPROVANY,float64,47274,2,25,0.053
OTHRSTMANY,float64,47267,2,32,0.068
RXZOLPANY,float64,47278,2,21,0.044
RXESZOANY,float64,47276,2,23,0.049
RXZALEANY,float64,47276,2,23,0.049
RXBZOSANY,float64,47282,2,17,0.036
RXTRIAANY,float64,47282,2,17,0.036
RXTEMAANY,float64,47282,2,17,0.036
RXFLURANY,float64,47282,2,17,0.036
RXBARBANY,float64,47275,2,24,0.051
OTHRSEDANY,float64,47272,2,27,0.057
RXHYDCMIS,float64,47287,2,12,0.025
RXZOHYMIS,float64,47289,2,10,0.021
RXOXCOMIS,float64,47281,2,18,0.038
RXTRAMMIS,float64,47277,2,22,0.047
RXCODEMIS,float64,47280,2,19,0.04
RXMORPMIS,float64,47286,2,13,0.027
RXBUPRMIS,float64,47285,2,14,0.03
RXOXYMMIS,float64,47288,2,11,0.023
RXDEMEMIS,float64,47287,2,12,0.025
RXHYDMMIS,float64,47287,2,12,0.025
RXMTDNMIS,float64,47286,2,13,0.027
OTHRPNRMIS,float64,47238,2,61,0.129
RXBZOTMIS,float64,47294,2,5,0.011
RXALPRMIS,float64,47294,2,5,0.011
RXLORAMIS,float64,47293,2,6,0.013
RXCLONMIS,float64,47293,2,6,0.013
RXDIAZMIS,float64,47293,2,6,0.013
RXMRLXMIS,float64,47288,2,11,0.023
RXCYCLMIS,float64,47290,2,9,0.019
RXSOMAMIS,float64,47291,2,8,0.017
OTHRTRQMIS,float64,47279,2,20,0.042
RXAMMEMIS,float64,47296,2,3,0.006
RXAMPHMIS,float64,47295,2,4,0.008
RXMTHPMIS,float64,47297,2,2,0.004
RXANORMIS,float64,47298,2,1,0.002
RXPROVMIS,float64,47298,2,1,0.002
OTHRSTMMIS,float64,47287,2,12,0.025
RXZOLPMIS,float64,47299,2,0,0.0
RXESZOMIS,float64,47298,2,1,0.002
OTHRSEDMIS2,float64,47283,2,16,0.034
RXBZOSMIS,float64,47298,2,1,0.002
RXBARBMIS,float64,47297,2,2,0.004
ALCYDAYS,int64,47299,6,0,0.0
MRJYDAYS,int64,47299,6,0,0.0
COCYDAYS,int64,47299,6,0,0.0
CRKYDAYS,int64,47299,6,0,0.0
HERYDAYS,int64,47299,6,0,0.0
HALLNDAYYR,int64,47299,6,0,0.0
INHNDAYYR2,int64,47299,6,0,0.0
METHNDAYYR,int64,47299,6,0,0.0
CIGMDAYS,int64,47299,6,0,0.0
CGRMDAYS,int64,47299,5,0,0.0
SMKLSMDAYS,int64,47299,5,0,0.0
NICVPMDAYS,int64,47299,5,0,0.0
ALCMDAYS,int64,47299,5,0,0.0
MRJMDAYS,int64,47299,5,0,0.0
COCMDAYS,int64,47299,5,0,0.0
CRKMDAYS,int64,47299,5,0,0.0
HERMDAYS,int64,47299,5,0,0.0
HALLNDAYPM,int64,47299,5,0,0.0
INHNDAYPM2,int64,47299,5,0,0.0
METHNDAYPM,int64,47299,5,0,0.0
PNRNDAYPM,int64,47299,5,0,0.0
TRQNDAYPM,int64,47299,5,0,0.0
STMNDAYPM,int64,47299,5,0,0.0
SEDNDAYPM,int64,47299,5,0,0.0
BNGDRMDAYS,int64,47299,5,0,0.0
CIGPDAY,int64,47299,6,0,0.0
CIG1PACK,float64,3389,2,43910,92.835
CIGAVGD,float64,6536,7,40763,86.182
CIGAVGM,float64,6536,142,40763,86.182
ALCNUMDKPM,float64,22586,199,24713,52.248
FUCIG18,int64,47299,2,0,0.0
FUCIG21,int64,47299,2,0,0.0
FUCD218,int64,47299,2,0,0.0
FUCD221,int64,47299,2,0,0.0
FUCGR18,int64,47299,2,0,0.0
FUCGR21,int64,47299,2,0,0.0
FUSMKLSS18,int64,47299,2,0,0.0
FUSMKLSS21,int64,47299,2,0,0.0
FUNICVAP18,int64,47299,2,0,0.0
FUNICVAP21,int64,47299,2,0,0.0
FUALC18,int64,47299,2,0,0.0
FUALC21,int64,47299,2,0,0.0
FUMJ18,int64,47299,2,0,0.0
FUMJ21,int64,47299,2,0,0.0
FUCOC18,int64,47299,2,0,0.0
FUCOC21,int64,47299,2,0,0.0
FUCRK18,int64,47299,2,0,0.0
FUCRK21,int64,47299,2,0,0.0
FUHER18,int64,47299,2,0,0.0
FUHER21,int64,47299,2,0,0.0
FUHALLUC18,int64,47299,2,0,0.0
FUHALLUC21,int64,47299,2,0,0.0
FULSD18,int64,47299,2,0,0.0
FULSD21,int64,47299,2,0,0.0
FUPCP18,int64,47299,2,0,0.0
FUPCP21,int64,47299,2,0,0.0
FUECSTMO18,int64,47299,2,0,0.0
FUECSTMO21,int64,47299,2,0,0.0
FUINHAL182,int64,47299,2,0,0.0
FUINHAL212,int64,47299,2,0,0.0
FUMETHAM18,int64,47299,2,0,0.0
FUMETHAM21,int64,47299,2,0,0.0
FUPNRNM18,int64,47299,2,0,0.0
FUPNRNM21,int64,47299,2,0,0.0
FUTRQNM18,int64,47299,2,0,0.0
