variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,pct_unicos_presentes
PSYCHYR,int64,58633,2,0,0.0,0.003
PSYCHMON,int64,58633,2,0,0.0,0.003
OPINMYR2,int64,58633,2,0,0.0,0.003
OPINMMON2,int64,58633,2,0,0.0,0.003
HERRXOPYR,int64,58633,4,0,0.0,0.007
CNSNMYR,int64,58633,2,0,0.0,0.003
CNSNMMON,int64,58633,2,0,0.0,0.003
ILLFLAG,int64,58633,2,0,0.0,0.003
ILLYR,int64,58633,2,0,0.0,0.003
ILLMON,int64,58633,2,0,0.0,0.003
MJONLYFLAG2,int64,58633,2,0,0.0,0.003
MJONLYYR2,int64,58633,2,0,0.0,0.003
MJONLYMON2,int64,58633,2,0,0.0,0.003
ILLEMFLAG2,int64,58633,2,0,0.0,0.003
ILLEMYR2,int64,58633,2,0,0.0,0.003
ILLEMMON2,int64,58633,2,0,0.0,0.003
CDUFLAG,int64,58633,2,0,0.0,0.003
DCIGMON,int64,58633,2,0,0.0,0.003
CDCGMO,int64,58633,2,0,0.0,0.003
CDNOCGMO,int64,58633,2,0,0.0,0.003
BNGDRKMON,int64,58633,2,0,0.0,0.003
HVYDRKMON,int64,58633,2,0,0.0,0.003
ILTOBALCFG,int64,58633,2,0,0.0,0.003
ILTOBALCYR,int64,58633,2,0,0.0,0.003
ILTOBALCMN,int64,58633,2,0,0.0,0.003
ILTOBVAPALC,int64,58633,2,0,0.0,0.003
ILLALCMON,int64,58633,2,0,0.0,0.003
TOBALCFLG,int64,58633,2,0,0.0,0.003
TOBALCYR,int64,58633,2,0,0.0,0.003
TOBALCMN,int64,58633,2,0,0.0,0.003
ILLANDALC,int64,58633,2,0,0.0,0.003
ILLORALC,int64,58633,2,0,0.0,0.003
ILLALCFLG,int64,58633,2,0,0.0,0.003
PEYOTEEVER,float64,58620,2,13,0.022,0.003
MESCEVER,float64,58613,2,20,0.034,0.003
AMYLNIEVER2,float64,58603,2,30,0.051,0.003
CLEFLUEVER2,float64,58617,2,16,0.027,0.003
GASEVER2,float64,58624,2,9,0.015,0.003
GLUEEVER2,float64,58619,2,14,0.024,0.003
ETHEREVER2,float64,58618,2,15,0.026,0.003
SOLVENEVER2,float64,58619,2,14,0.024,0.003
LGASEVER2,float64,58616,2,17,0.029,0.003
NITOXIEVER2,float64,58613,2,20,0.034,0.003
FLTMRKEVER2,float64,58616,2,17,0.029,0.003
SPAINTEVER2,float64,58626,2,7,0.012,0.003
AIRDUSEVER2,float64,58629,2,4,0.007,0.003
OTHAEREVER2,float64,58618,2,15,0.026,0.003
RXHYDCANY2,float64,58463,2,170,0.29,0.003
RXZOHYANY2,float64,58462,2,171,0.292,0.003
RXOXCOANY2,float64,58480,2,153,0.261,0.003
RXTRAMANY2,float64,58457,2,176,0.3,0.003
RXCODEANY2,float64,58472,2,161,0.275,0.003
RXMORPANY2,float64,58462,2,171,0.292,0.003
RXBUPRANY2,float64,58481,2,152,0.259,0.003
RXOXYMANY2,float64,58477,2,156,0.266,0.003
RXDEMEANY2,float64,58473,2,160,0.273,0.003
RXHYDMANY2,float64,58473,2,160,0.273,0.003
RXMTDNANY2,float64,58473,2,160,0.273,0.003
OTHRPNRANY2,float64,57907,2,726,1.238,0.003
RXBZOTANY,float64,58603,2,30,0.051,0.003
RXALPRANY,float64,58592,2,41,0.07,0.003
RXLORAANY,float64,58587,2,46,0.078,0.003
RXCLONANY,float64,58587,2,46,0.078,0.003
RXDIAZANY,float64,58587,2,46,0.078,0.003
RXMRLXANY,float64,58581,2,52,0.089,0.003
RXCYCLANY,float64,58581,2,52,0.089,0.003
RXSOMAANY,float64,58581,2,52,0.089,0.003
OTHRTRQANY,float64,58577,2,56,0.096,0.003
RXAMMEANY,float64,58607,2,26,0.044,0.003
RXAMPHANY,float64,58600,2,33,0.056,0.003
RXMTHPANY,float64,58589,2,44,0.075,0.003
RXANORANY,float64,58583,2,50,0.085,0.003
RXPROVANY,float64,58588,2,45,0.077,0.003
OTHRSTMANY,float64,58576,2,57,0.097,0.003
RXZOLPANY,float64,58604,2,29,0.049,0.003
RXESZOANY,float64,58601,2,32,0.055,0.003
RXZALEANY,float64,58601,2,32,0.055,0.003
RXBZOSANY,float64,58614,2,19,0.032,0.003
RXTRIAANY,float64,58614,2,19,0.032,0.003
RXTEMAANY,float64,58614,2,19,0.032,0.003
RXFLURANY,float64,58614,2,19,0.032,0.003
RXBARBANY,float64,58599,2,34,0.058,0.003
OTHRSEDANY,float64,58598,2,35,0.06,0.003
RXHYDCMIS,float64,58612,2,21,0.036,0.003
RXZOHYMIS,float64,58614,2,19,0.032,0.003
RXOXCOMIS,float64,58607,2,26,0.044,0.003
RXTRAMMIS,float64,58603,2,30,0.051,0.003
RXCODEMIS,float64,58605,2,28,0.048,0.003
RXMORPMIS,float64,58611,2,22,0.038,0.003
RXBUPRMIS,float64,58611,2,22,0.038,0.003
RXOXYMMIS,float64,58614,2,19,0.032,0.003
RXDEMEMIS,float64,58615,2,18,0.031,0.003
RXHYDMMIS,float64,58614,2,19,0.032,0.003
RXMTDNMIS,float64,58613,2,20,0.034,0.003
OTHRPNRMIS,float64,58541,2,92,0.157,0.003
RXBZOTMIS,float64,58626,2,7,0.012,0.003
RXALPRMIS,float64,58626,2,7,0.012,0.003
RXLORAMIS,float64,58625,2,8,0.014,0.003
RXCLONMIS,float64,58625,2,8,0.014,0.003
RXDIAZMIS,float64,58626,2,7,0.012,0.003
RXMRLXMIS,float64,58622,2,11,0.019,0.003
RXCYCLMIS,float64,58624,2,9,0.015,0.003
RXSOMAMIS,float64,58625,2,8,0.014,0.003
OTHRTRQMIS,float64,58607,2,26,0.044,0.003
RXAMMEMIS,float64,58629,2,4,0.007,0.003
RXAMPHMIS,float64,58627,2,6,0.01,0.003
RXMTHPMIS,float64,58631,2,2,0.003,0.003
RXANORMIS,float64,58630,2,3,0.005,0.003
RXPROVMIS,float64,58632,2,1,0.002,0.003
OTHRSTMMIS,float64,58617,2,16,0.027,0.003
RXZOLPMIS,float64,58632,2,1,0.002,0.003
RXESZOMIS,float64,58632,2,1,0.002,0.003
OTHRSEDMIS2,float64,58613,2,20,0.034,0.003
RXBZOSMIS,float64,58631,2,2,0.003,0.003
RXBARBMIS,float64,58630,2,3,0.005,0.003
ALCYDAYS,int64,58633,6,0,0.0,0.01
MRJYDAYS,int64,58633,6,0,0.0,0.01
COCYDAYS,int64,58633,6,0,0.0,0.01
CRKYDAYS,int64,58633,6,0,0.0,0.01
HERYDAYS,int64,58633,6,0,0.0,0.01
HALLNDAYYR,int64,58633,6,0,0.0,0.01
INHNDAYYR2,int64,58633,6,0,0.0,0.01
METHNDAYYR,int64,58633,6,0,0.0,0.01
CIGMDAYS,int64,58633,6,0,0.0,0.01
CGRMDAYS,int64,58633,5,0,0.0,0.009
SMKLSMDAYS,int64,58633,5,0,0.0,0.009
NICVPMDAYS,int64,58633,5,0,0.0,0.009
ALCMDAYS,int64,58633,5,0,0.0,0.009
MRJMDAYS,int64,58633,5,0,0.0,0.009
COCMDAYS,int64,58633,5,0,0.0,0.009
CRKMDAYS,int64,58633,5,0,0.0,0.009
HERMDAYS,int64,58633,5,0,0.0,0.009
HALLNDAYPM,int64,58633,5,0,0.0,0.009
INHNDAYPM2,int64,58633,5,0,0.0,0.009
METHNDAYPM,int64,58633,5,0,0.0,0.009
PNRNDAYPM,int64,58633,5,0,0.0,0.009
TRQNDAYPM,int64,58633,5,0,0.0,0.009
STMNDAYPM,int64,58633,5,0,0.0,0.009
SEDNDAYPM,int64,58633,5,0,0.0,0.009
BNGDRMDAYS,int64,58633,5,0,0.0,0.009
CIGPDAY,int64,58633,6,0,0.0,0.01
CIG1PACK,float64,3401,2,55232,94.2,0.059
CIGAVGD,float64,6706,7,51927,88.563,0.104
CIGAVGM,float64,6706,142,51927,88.563,2.118
ALCNUMDKPM,float64,23212,202,35421,60.411,0.87
FUCIG18,int64,58633,2,0,0.0,0.003
FUCIG21,int64,58633,2,0,0.0,0.003
FUCD218,int64,58633,2,0,0.0,0.003
FUCD221,int64,58633,2,0,0.0,0.003
FUCGR18,int64,58633,2,0,0.0,0.003
FUCGR21,int64,58633,2,0,0.0,0.003
FUSMKLSS18,int64,58633,2,0,0.0,0.003
FUSMKLSS21,int64,58633,2,0,0.0,0.003
FUNICVAP18,int64,58633,2,0,0.0,0.003
FUNICVAP21,int64,58633,2,0,0.0,0.003
FUALC18,int64,58633,2,0,0.0,0.003
FUALC21,int64,58633,2,0,0.0,0.003
FUMJ18,int64,58633,2,0,0.0,0.003
FUMJ21,int64,58633,2,0,0.0,0.003
FUCOC18,int64,58633,2,0,0.0,0.003
FUCOC21,int64,58633,2,0,0.0,0.003
FUCRK18,int64,58633,2,0,0.0,0.003
FUCRK21,int64,58633,2,0,0.0,0.003
FUHER18,int64,58633,2,0,0.0,0.003
FUHER21,int64,58633,2,0,0.0,0.003
FUHALLUC18,int64,58633,2,0,0.0,0.003
FUHALLUC21,int64,58633,2,0,0.0,0.003
FULSD18,int64,58633,2,0,0.0,0.003
FULSD21,int64,58633,2,0,0.0,0.003
FUPCP18,int64,58633,2,0,0.0,0.003
FUPCP21,int64,58633,2,0,0.0,0.003
FUECSTMO18,int64,58633,2,0,0.0,0.003
FUECSTMO21,int64,58633,2,0,0.0,0.003
FUINHAL182,int64,58633,2,0,0.0,0.003
FUINHAL212,int64,58633,2,0,0.0,0.003
FUMETHAM18,int64,58633,2,0,0.0,0.003
FUMETHAM21,int64,58633,2,0,0.0,0.003
FUPNRNM18,int64,58633,2,0,0.0,0.003
FUPNRNM21,int64,58633,2,0,0.0,0.003
FUTRQNM18,int64,58633,2,0,0.0,0.003
FUTRQNM21,int64,58633,2,0,0.0,0.003
FUSTMNM18,int64,58633,2,0,0.0,0.003
FUSTMNM21,int64,58633,2,0,0.0,0.003
FUSEDNM18,int64,58633,2,0,0.0,0.003
FUSEDNM21,int64,58633,2,0,0.0,0.003
PNRMAINRSN,float64,58233,10,400,0.682,0.017
TRQMAINRSN,float64,58330,9,303,0.517,0.015
STMMAINRSN,float64,58294,10,339,0.578,0.017
SEDMAINRSN,float64,58260,8,373,0.636,0.014
SRCPNRNM2,float64,1521,8,57112,97.406,0.526
SRCTRQNM2,float64,782,8,57851,98.666,1.023
SRCSTMNM2,float64,920,8,57713,98.431,0.87
SRCSEDNM2,float64,159,8,58474,99.729,5.031
SRCFRPNRNM,float64,447,8,58186,99.238,1.79
SRCFRTRQNM,float64,313,8,58320,99.466,2.556
SRCFRSTMNM,float64,462,7,58171,99.212,1.515
SRCFRSEDNM,float64,57,3,58576,99.903,5.263
SRCCLFRPNR,float64,447,3,58186,99.238,0.671
SRCCLFRTRQ,float64,313,3,58320,99.466,0.958
SRCCLFRSTM,float64,462,3,58171,99.212,0.649
SRCCLFRSED,float64,57,2,58576,99.903,3.509
RXOPPRNMMON,int64,58633,2,0,0.0,0.003
NOOPPRANYYR,int64,58633,2,0,0.0,0.003
NOOPPRNMYR,int64,58633,2,0,0.0,0.003
COLDMEDS,int64,58633,5,0,0.0,0.009
COLDREC,int64,58633,7,0,0.0,0.012
COLDYR1,float64,58633,83,0,0.0,0.142
COLDYR2,float64,58633,54,0,0.0,0.092
COLDYR3,float64,58633,27,0,0.0,0.046
COLDYR4,int64,58633,14,0,0.0,0.024
COLDYR5,float64,58633,13,0,0.0,0.022
OTCFLAG,int64,58633,3,0,0.0,0.005
GHB,int64,58633,5,0,0.0,0.009
GHBREC,int64,58633,7,0,0.0,0.012
COCNEEDL,int64,58633,8,0,0.0,0.014
CONDLREC,int64,58633,8,0,0.0,0.014
HERSMOKE,int64,58633,8,0,0.0,0.014
HRSMKREC,int64,58633,7,0,0.0,0.012
HERSNIFF,int64,58633,8,0,0.0,0.014
HRSNFREC,int64,58633,10,0,0.0,0.017
HERNEEDL,int64,58633,7,0,0.0,0.012
HEOTSMK,int64,58633,8,0,0.0,0.014
HEOTSNF,int64,58633,8,0,0.0,0.014
HEOTNDL,int64,58633,8,0,0.0,0.014
HEOTOTH,int64,58633,8,0,0.0,0.014
HEOTSP,int64,58633,9,0,0.0,0.015
HRNDLREC,int64,58633,9,0,0.0,0.015
METHNEEDL,int64,58633,8,0,0.0,0.014
METHNDLRC,int64,58633,9,0,0.0,0.015
OTDGNEDL,int64,58633,5,0,0.0,0.009
OTDGNDLA,int64,58633,78,0,0.0,0.133
OTDGNDLB,int64,58633,52,0,0.0,0.089
OTDGNDLC,int64,58633,37,0,0.0,0.063
OTDGNDLD,int64,58633,18,0,0.0,0.031
OTDGNDLE,int64,58633,12,0,0.0,0.02
OTDGNDLRC,int64,58633,9,0,0.0,0.015
GNNDREUS,int64,58633,7,0,0.0,0.012
GNNDLSH1,int64,58633,7,0,0.0,0.012
GNNDCLEN,int64,58633,7,0,0.0,0.012
GNNDLSH2,int64,58633,7,0,0.0,0.012
GNNDGET2,int64,58633,21,0,0.0,0.036
IRNPCOLDREC,int64,58633,4,0,0.0,0.007
IINPCOLDREC,int64,58633,3,0,0.0,0.005
IRGHBREC,int64,58633,4,0,0.0,0.007
IIGHBREC,int64,58633,3,0,0.0,0.005
ANYNDLREC,int64,58633,7,0,0.0,0.012
CHMNDLREC,int64,58633,8,0,0.0,0.014
HERNEDEVER,float64,58623,2,10,0.017,0.003
COCNEDEVER,float64,58589,2,44,0.075,0.003
MTHNEDEVER,float64,58613,2,20,0.034,0.003
HERSMOEVER,float64,58622,2,11,0.019,0.003
HERSNIEVER,float64,58622,2,11,0.019,0.003
NPCOLDFLAG,int64,58633,2,0,0.0,0.003
NPCOLDYR,int64,58633,2,0,0.0,0.003
NPCOLDMON,int64,58633,2,0,0.0,0.003
GHBFLAG,int64,58633,2,0,0.0,0.003
GHBYR,int64,58633,2,0,0.0,0.003
GHBMON,int64,58633,2,0,0.0,0.003
UDALTIMEUSE,int64,58633,8,0,0.0,0.014
UDALTIMEGET,int64,58633,9,0,0.0,0.015
UDALLRGAMTS,int64,58633,8,0,0.0,0.014
UDALWANTBAD,int64,58633,8,0,0.0,0.014
UDALSTRURGE,int64,58633,9,0,0.0,0.015
UDALNEEDMOR,int64,58633,8,0,0.0,0.014
UDALLESSEFF,int64,58633,9,0,0.0,0.015
UDALTRYSTOP,int64,58633,8,0,0.0,0.014
UDALNOTSTOP,int64,58633,9,0,0.0,0.015
UDALWSHSTOP,int64,58633,9,0,0.0,0.015
UDALHLTHPRB,int64,58633,8,0,0.0,0.014
UDALHLTHCTD,int64,58633,9,0,0.0,0.015
UDALMNTLPRB,int64,58633,9,0,0.0,0.015
UDALMNTLCTD,int64,58633,9,0,0.0,0.015
UDALBLCKOUT,int64,58633,9,0,0.0,0.015
UDALBLCKCTD,int64,58633,9,0,0.0,0.015
UDALSTOPACT,int64,58633,8,0,0.0,0.014
UDALWORKPRB,int64,58633,8,0,0.0,0.014
UDALFMLYPRB,int64,58633,8,0,0.0,0.014
UDALFMLYCTD,int64,58633,8,0,0.0,0.014
UDALGETHURT,int64,58633,8,0,0.0,0.014
UDALWDSWEAT,int64,58633,8,0,0.0,0.014
UDALWDTRMBL,int64,58633,8,0,0.0,0.014
UDALWDSLEEP,int64,58633,8,0,0.0,0.014
UDALWDVOMIT,int64,58633,8,0,0.0,0.014
UDALWDHALUC,int64,58633,8,0,0.0,0.014
UDALWDSITST,int64,58633,8,0,0.0,0.014
UDALWDFLANX,int64,58633,8,0,0.0,0.014
UDALAVOIDWD,int64,58633,8,0,0.0,0.014
UDALAVWALCO,int64,58633,9,0,0.0,0.015
UDALAVWSVTR,int64,58633,10,0,0.0,0.017
UDALAVWOTHR,int64,58633,9,0,0.0,0.015
UDMJTIMEUSE,int64,58633,8,0,0.0,0.014
UDMJTIMEGET,int64,58633,9,0,0.0,0.015
UDMJLRGAMTS,int64,58633,8,0,0.0,0.014
UDMJWANTBAD,int64,58633,8,0,0.0,0.014
UDMJSTRURGE,int64,58633,9,0,0.0,0.015
UDMJNEEDMOR,int64,58633,8,0,0.0,0.014
UDMJLESSEFF,int64,58633,9,0,0.0,0.015
UDMJTRYSTOP,int64,58633,8,0,0.0,0.014
UDMJNOTSTOP,int64,58633,9,0,0.0,0.015
UDMJWSHSTOP,int64,58633,9,0,0.0,0.015
UDMJHLTHPRB,int64,58633,8,0,0.0,0.014
UDMJHLTHCTD,int64,58633,9,0,0.0,0.015
UDMJMNTLPRB,int64,58633,9,0,0.0,0.015
UDMJMNTLCTD,int64,58633,8,0,0.0,0.014
UDMJSTOPACT,int64,58633,8,0,0.0,0.014
UDMJWORKPRB,int64,58633,8,0,0.0,0.014
UDMJFMLYPRB,int64,58633,8,0,0.0,0.014
UDMJFMLYCTD,int64,58633,9,0,0.0,0.015
UDMJGETHURT,int64,58633,8,0,0.0,0.014
UDMJWDANGRY,int64,58633,8,0,0.0,0.014
UDMJWDFLANX,int64,58633,8,0,0.0,0.014
UDMJWDSLEEP,int64,58633,8,0,0.0,0.014
UDMJWDAPPET,int64,58633,8,0,0.0,0.014
UDMJWDSITST,int64,58633,8,0,0.0,0.014
UDMJWDDEPRS,int64,58633,8,0,0.0,0.014
UDMJWDSTMCH,int64,58633,8,0,0.0,0.014
UDMJWDSHAKE,int64,58633,8,0,0.0,0.014
UDMJWDSWEAT,int64,58633,8,0,0.0,0.014
UDMJWDFEVER,int64,58633,8,0,0.0,0.014
UDMJWDCHILL,int64,58633,8,0,0.0,0.014
UDMJWDHEDAC,int64,58633,8,0,0.0,0.014
UDMJAVOIDWD,int64,58633,8,0,0.0,0.014
UDMJAVWMARJ,int64,58633,8,0,0.0,0.014
UDMJAVWOTHR,int64,58633,9,0,0.0,0.015
UDCCTIMEUSE,int64,58633,8,0,0.0,0.014
UDCCTIMEGET,int64,58633,8,0,0.0,0.014
UDCCLRGAMTS,int64,58633,9,0,0.0,0.015
UDCCWANTBAD,int64,58633,8,0,0.0,0.014
UDCCSTRURGE,int64,58633,10,0,0.0,0.017
UDCCNEEDMOR,int64,58633,9,0,0.0,0.015
UDCCLESSEFF,int64,58633,10,0,0.0,0.017
UDCCTRYSTOP,int64,58633,9,0,0.0,0.015
UDCCNOTSTOP,int64,58633,8,0,0.0,0.014
UDCCWSHSTOP,int64,58633,10,0,0.0,0.017
UDCCHLTHPRB,int64,58633,9,0,0.0,0.015
UDCCHLTHCTD,int64,58633,8,0,0.0,0.014
UDCCMNTLPRB,int64,58633,9,0,0.0,0.015
UDCCMNTLCTD,int64,58633,7,0,0.0,0.012
UDCCSTOPACT,int64,58633,9,0,0.0,0.015
UDCCWORKPRB,int64,58633,8,0,0.0,0.014
UDCCFMLYPRB,int64,58633,8,0,0.0,0.014
UDCCFMLYCTD,int64,58633,7,0,0.0,0.012
UDCCGETHURT,int64,58633,9,0,0.0,0.015
UDCCWDFLBLU,int64,58633,9,0,0.0,0.015
UDCCWDTIRED,int64,58633,8,0,0.0,0.014
UDCCWDDREAM,int64,58633,8,0,0.0,0.014
UDCCWDSLEEP,int64,58633,8,0,0.0,0.014
UDCCWDHNGRY,int64,58633,8,0,0.0,0.014
UDCCWDSITST,int64,58633,8,0,0.0,0.014
UDCCAVOIDWD,int64,58633,9,0,0.0,0.015
UDCCAVWCOCN,int64,58633,9,0,0.0,0.015
UDCCAVWMETH,int64,58633,9,0,0.0,0.015
UDCCAVWSTIM,int64,58633,9,0,0.0,0.015
UDCCAVWOTHR,int64,58633,9,0,0.0,0.015
UDHETIMEUSE,int64,58633,7,0,0.0,0.012
UDHETIMEGET,int64,58633,8,0,0.0,0.014
UDHELRGAMTS,int64,58633,7,0,0.0,0.012
UDHEWANTBAD,int64,58633,7,0,0.0,0.012
UDHESTRURGE,int64,58633,9,0,0.0,0.015
UDHENEEDMOR,int64,58633,8,0,0.0,0.014
UDHELESSEFF,int64,58633,8,0,0.0,0.014
UDHETRYSTOP,int64,58633,7,0,0.0,0.012
UDHENOTSTOP,int64,58633,8,0,0.0,0.014
UDHEWSHSTOP,int64,58633,8,0,0.0,0.014
UDHEHLTHPRB,int64,58633,7,0,0.0,0.012
UDHEHLTHCTD,int64,58633,7,0,0.0,0.012
UDHEMNTLPRB,int64,58633,8,0,0.0,0.014
UDHEMNTLCTD,int64,58633,7,0,0.0,0.012
UDHESTOPACT,int64,58633,7,0,0.0,0.012
UDHEWORKPRB,int64,58633,7,0,0.0,0.012
UDHEFMLYPRB,int64,58633,7,0,0.0,0.012
UDHEFMLYCTD,int64,58633,7,0,0.0,0.012
UDHEGETHURT,int64,58633,7,0,0.0,0.012
UDHEWDFLBLU,int64,58633,7,0,0.0,0.012
UDHEWDVOMIT,int64,58633,7,0,0.0,0.012
UDHEWDCRAMP,int64,58633,7,0,0.0,0.012
UDHEWDRUNNY,int64,58633,8,0,0.0,0.014
UDHEWDSWEAT,int64,58633,7,0,0.0,0.012
UDHEWDDIARR,int64,58633,8,0,0.0,0.014
UDHEWDYAWNS,int64,58633,7,0,0.0,0.012
UDHEWDFEVER,int64,58633,8,0,0.0,0.014
UDHEWDSLEEP,int64,58633,8,0,0.0,0.014
UDHEAVOIDWD,int64,58633,7,0,0.0,0.012
UDHEAVWHERN,int64,58633,7,0,0.0,0.012
UDHEAVWPNRL,int64,58633,8,0,0.0,0.014
UDHEAVWOTHR,int64,58633,7,0,0.0,0.012
UDHATIMEUSE,int64,58633,8,0,0.0,0.014
UDHATIMEGET,int64,58633,9,0,0.0,0.015
UDHALRGAMTS,int64,58633,8,0,0.0,0.014
UDHAWANTBAD,int64,58633,8,0,0.0,0.014
UDHASTRURGE,int64,58633,9,0,0.0,0.015
UDHANEEDMOR,int64,58633,8,0,0.0,0.014
UDHALESSEFF,int64,58633,9,0,0.0,0.015
UDHATRYSTOP,int64,58633,8,0,0.0,0.014
UDHANOTSTOP,int64,58633,7,0,0.0,0.012
UDHAWSHSTOP,int64,58633,9,0,0.0,0.015
UDHAHLTHPRB,int64,58633,8,0,0.0,0.014
UDHAHLTHCTD,int64,58633,7,0,0.0,0.012
UDHAMNTLPRB,int64,58633,9,0,0.0,0.015
UDHAMNTLCTD,int64,58633,7,0,0.0,0.012
UDHASTOPACT,int64,58633,8,0,0.0,0.014
UDHAWORKPRB,int64,58633,8,0,0.0,0.014
UDHAFMLYPRB,int64,58633,8,0,0.0,0.014
UDHAFMLYCTD,int64,58633,7,0,0.0,0.012
UDHAGETHURT,int64,58633,8,0,0.0,0.014
UDINTIMEUSE,int64,58633,8,0,0.0,0.014
UDINTIMEGET,int64,58633,8,0,0.0,0.014
UDINLRGAMTS,int64,58633,8,0,0.0,0.014
UDINWANTBAD,int64,58633,8,0,0.0,0.014
UDINSTRURGE,int64,58633,8,0,0.0,0.014
UDINNEEDMOR,int64,58633,8,0,0.0,0.014
UDINLESSEFF,int64,58633,8,0,0.0,0.014
UDINTRYSTOP,int64,58633,8,0,0.0,0.014
UDINNOTSTOP,int64,58633,9,0,0.0,0.015
UDINWSHSTOP,int64,58633,8,0,0.0,0.014
UDINHLTHPRB,int64,58633,8,0,0.0,0.014
UDINHLTHCTD,int64,58633,8,0,0.0,0.014
UDINMNTLPRB,int64,58633,8,0,0.0,0.014
UDINMNTLCTD,int64,58633,7,0,0.0,0.012
UDINSTOPACT,int64,58633,8,0,0.0,0.014
UDINWORKPRB,int64,58633,8,0,0.0,0.014
UDINFMLYPRB,int64,58633,8,0,0.0,0.014
UDINFMLYCTD,int64,58633,7,0,0.0,0.012
UDINGETHURT,int64,58633,8,0,0.0,0.014
UDMETIMEUSE,int64,58633,7,0,0.0,0.012
UDMETIMEGET,int64,58633,9,0,0.0,0.015
UDMELRGAMTS,int64,58633,7,0,0.0,0.012
UDMEWANTBAD,int64,58633,8,0,0.0,0.014
UDMESTRURGE,int64,58633,8,0,0.0,0.014
UDMENEEDMOR,int64,58633,7,0,0.0,0.012
UDMELESSEFF,int64,58633,8,0,0.0,0.014
UDMETRYSTOP,int64,58633,7,0,0.0,0.012
UDMENOTSTOP,int64,58633,8,0,0.0,0.014
UDMEWSHSTOP,int64,58633,9,0,0.0,0.015
UDMEHLTHPRB,int64,58633,7,0,0.0,0.012
UDMEHLTHCTD,int64,58633,7,0,0.0,0.012
UDMEMNTLPRB,int64,58633,9,0,0.0,0.015
UDMEMNTLCTD,int64,58633,8,0,0.0,0.014
UDMESTOPACT,int64,58633,7,0,0.0,0.012
UDMEWORKPRB,int64,58633,7,0,0.0,0.012
UDMEFMLYPRB,int64,58633,7,0,0.0,0.012
UDMEFMLYCTD,int64,58633,7,0,0.0,0.012
UDMEGETHURT,int64,58633,7,0,0.0,0.012
UDMEWDFLBLU,int64,58633,7,0,0.0,0.012
UDMEWDTIRED,int64,58633,7,0,0.0,0.012
UDMEWDDREAM,int64,58633,7,0,0.0,0.012
UDMEWDSLEEP,int64,58633,7,0,0.0,0.012
UDMEWDHNGRY,int64,58633,7,0,0.0,0.012
UDMEWDSITST,int64,58633,7,0,0.0,0.012
UDMEAVOIDWD,int64,58633,7,0,0.0,0.012
UDMEAVWMETH,int64,58633,7,0,0.0,0.012
UDMEAVWCOCN,int64,58633,7,0,0.0,0.012
UDMEAVWSTIM,int64,58633,8,0,0.0,0.014
UDMEAVWOTHR,int64,58633,7,0,0.0,0.012
UDPRTIMEUSE2,int64,58633,9,0,0.0,0.015
UDPRTIMEGET2,int64,58633,10,0,0.0,0.017
UDPRLRGAMTS2,int64,58633,9,0,0.0,0.015
UDPRWANTBAD2,int64,58633,9,0,0.0,0.015
UDPRSTRURGE2,int64,58633,10,0,0.0,0.017
UDPRNEEDMOR2,int64,58633,9,0,0.0,0.015
UDPRLESSEFF2,int64,58633,10,0,0.0,0.017
UDPRTRYSTOP2,int64,58633,9,0,0.0,0.015
UDPRNOTSTOP2,int64,58633,10,0,0.0,0.017
UDPRWSHSTOP2,int64,58633,10,0,0.0,0.017
UDPRHLTHPRB2,int64,58633,9,0,0.0,0.015
UDPRHLTHCTD2,int64,58633,10,0,0.0,0.017
UDPRMNTLPRB2,int64,58633,10,0,0.0,0.017
UDPRMNTLCTD2,int64,58633,10,0,0.0,0.017
UDPRSTOPACT2,int64,58633,9,0,0.0,0.015
UDPRWORKPRB2,int64,58633,9,0,0.0,0.015
UDPRFMLYPRB2,int64,58633,9,0,0.0,0.015
UDPRFMLYCTD2,int64,58633,10,0,0.0,0.017
UDPRGETHURT2,int64,58633,9,0,0.0,0.015
UDPRWDFLBLU2,int64,58633,9,0,0.0,0.015
UDPRWDVOMIT2,int64,58633,9,0,0.0,0.015
UDPRWDCRAMP2,int64,58633,9,0,0.0,0.015
UDPRWDRUNNY2,int64,58633,9,0,0.0,0.015
UDPRWDSWEAT2,int64,58633,9,0,0.0,0.015
UDPRWDDIARR2,int64,58633,9,0,0.0,0.015
UDPRWDYAWNS2,int64,58633,9,0,0.0,0.015
UDPRWDFEVER2,int64,58633,9,0,0.0,0.015
UDPRWDSLEEP2,int64,58633,9,0,0.0,0.015
UDPRAVOIDWD2,int64,58633,9,0,0.0,0.015
UDPRAVWPNRL2,int64,58633,12,0,0.0,0.02
UDPRAVWHERN2,int64,58633,10,0,0.0,0.017
UDPRAVWOTHR2,int64,58633,10,0,0.0,0.017
UDTRTIMEUSE,int64,58633,9,0,0.0,0.015
UDTRTIMEGET,int64,58633,10,0,0.0,0.017
UDTRLRGAMTS,int64,58633,9,0,0.0,0.015
UDTRWANTBAD,int64,58633,9,0,0.0,0.015
UDTRSTRURGE,int64,58633,10,0,0.0,0.017
UDTRNEEDMOR,int64,58633,9,0,0.0,0.015
UDTRLESSEFF,int64,58633,10,0,0.0,0.017
UDTRTRYSTOP,int64,58633,9,0,0.0,0.015
UDTRNOTSTOP,int64,58633,9,0,0.0,0.015
UDTRWSHSTOP,int64,58633,10,0,0.0,0.017
