variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,pct_unicos_presentes
PRCHORE2,float64,11204,2,47429,80.891,0.018
PRLMTELEC,float64,11176,2,47457,80.939,0.018
PARLMTSN,float64,10112,2,48521,82.754,0.02
PRGDJOB2,float64,11184,2,47449,80.925,0.018
PRPROUD2,float64,11186,2,47447,80.922,0.018
ARGUPAR,float64,11061,2,47572,81.135,0.018
YOFIGHT2,float64,11181,2,47452,80.931,0.018
YOGRPFT2,float64,11185,2,47448,80.924,0.018
YOHGUN2,float64,11211,2,47422,80.879,0.018
YOSELL2,float64,11222,2,47411,80.861,0.018
YOSTOLE2,float64,11217,2,47416,80.869,0.018
YOATTAK2,float64,11219,2,47414,80.866,0.018
PRFLCLCIGDL,float64,11164,2,47469,80.96,0.018
PRFLCLMJTRY,float64,11146,2,47487,80.99,0.018
PRFLCLMJMON,float64,11135,2,47498,81.009,0.018
PRFLCLALCDL,float64,11150,2,47483,80.983,0.018
YFLCLCIGDL,float64,11151,2,47482,80.982,0.018
YFLCLMJTRY,float64,11140,2,47493,81.0,0.018
YFLCLMJMON,float64,11146,2,47487,80.99,0.018
YFLCLALCDL,float64,11150,2,47483,80.983,0.018
TALKPROB,float64,10880,2,47753,81.444,0.018
PRBSOLV2,float64,10954,2,47679,81.318,0.018
PREVIOL2,float64,11099,2,47534,81.07,0.018
PRVDRGO2,float64,11133,2,47500,81.012,0.018
YTHACT2,float64,11180,2,47453,80.932,0.018
ANYEDUC3,float64,10183,2,48450,82.633,0.02
RLGIMPT,float64,10904,2,47729,81.403,0.018
RLGDCSN,float64,10905,2,47728,81.401,0.018
RLGFRND,float64,10828,2,47805,81.533,0.018
YGADTOTSC,float64,11334,22,47299,80.67,0.194
YGADSEVSYMP,float64,11334,4,47299,80.67,0.035
YGADMODOSEV,float64,11334,3,47299,80.67,0.026
YUSUITHKYR,float64,11299,4,47334,80.729,0.035
YUSUIPLNYR,float64,11299,4,47334,80.729,0.035
DSTNRV30,int64,58633,10,0,0.0,0.017
DSTHOP30,int64,58633,10,0,0.0,0.017
DSTRST30,int64,58633,10,0,0.0,0.017
DSTCHR30,int64,58633,10,0,0.0,0.017
DSTEFF30,int64,58633,10,0,0.0,0.017
DSTNGD30,int64,58633,10,0,0.0,0.017
DSTWORST,int64,58633,7,0,0.0,0.012
DSTNRV12,int64,58633,10,0,0.0,0.017
DSTHOP12,int64,58633,10,0,0.0,0.017
DSTRST12,int64,58633,10,0,0.0,0.017
DSTCHR12,int64,58633,10,0,0.0,0.017
DSTEFF12,int64,58633,10,0,0.0,0.017
DSTNGD12,int64,58633,10,0,0.0,0.017
IMPREMEM,int64,58633,9,0,0.0,0.015
IMPCONCN,int64,58633,9,0,0.0,0.015
IMPGOUT,int64,58633,10,0,0.0,0.017
IMPGOUTM,int64,58633,6,0,0.0,0.01
IMPPEOP,int64,58633,10,0,0.0,0.017
IMPPEOPM,int64,58633,6,0,0.0,0.01
IMPSOC,int64,58633,10,0,0.0,0.017
IMPSOCM,int64,58633,6,0,0.0,0.01
IMPHHLD,int64,58633,10,0,0.0,0.017
IMPHHLDM,int64,58633,6,0,0.0,0.01
IMPRESP,int64,58633,10,0,0.0,0.017
IMPRESPM,int64,58633,6,0,0.0,0.01
IMPWORK,int64,58633,9,0,0.0,0.015
IMPWEEKS,int64,58633,56,0,0.0,0.096
IMPDYFRQ,int64,58633,7,0,0.0,0.012
IMPYDAYS,int64,58633,235,0,0.0,0.401
AGADNRVANX,int64,58633,9,0,0.0,0.015
AGADNTSTOP,int64,58633,9,0,0.0,0.015
AGADWRYMCH,int64,58633,9,0,0.0,0.015
AGADTRBRLX,int64,58633,9,0,0.0,0.015
AGADRSTLSS,int64,58633,9,0,0.0,0.015
AGADANNOY,int64,58633,9,0,0.0,0.015
AGADAWFUL,int64,58633,9,0,0.0,0.015
AGADSCED,float64,45658,22,12975,22.129,0.048
SUICTHNK,int64,58633,7,0,0.0,0.012
SUIPLANYR,int64,58633,7,0,0.0,0.012
KSSLR6MONED,float64,45821,25,12812,21.851,0.055
KSSLR6YRED,float64,15308,25,43325,73.892,0.163
WHODASSCED,float64,45939,25,12694,21.65,0.054
WHODASDAED,float64,45939,9,12694,21.65,0.02
IRDSTNRV30,int64,58633,6,0,0.0,0.01
IIDSTNRV30,int64,58633,3,0,0.0,0.005
IRDSTHOP30,int64,58633,6,0,0.0,0.01
IIDSTHOP30,int64,58633,3,0,0.0,0.005
IRDSTRST30,int64,58633,6,0,0.0,0.01
IIDSTRST30,int64,58633,3,0,0.0,0.005
IRDSTCHR30,int64,58633,6,0,0.0,0.01
IIDSTCHR30,int64,58633,3,0,0.0,0.005
IRDSTEFF30,int64,58633,6,0,0.0,0.01
IIDSTEFF30,int64,58633,3,0,0.0,0.005
IRDSTNGD30,int64,58633,6,0,0.0,0.01
IIDSTNGD30,int64,58633,3,0,0.0,0.005
IRDSTWORST,int64,58633,3,0,0.0,0.005
IIDSTWORST,int64,58633,3,0,0.0,0.005
IRDSTNRV12,int64,58633,6,0,0.0,0.01
IIDSTNRV12,int64,58633,3,0,0.0,0.005
IRDSTHOP12,int64,58633,6,0,0.0,0.01
IIDSTHOP12,int64,58633,3,0,0.0,0.005
IRDSTRST12,int64,58633,6,0,0.0,0.01
IIDSTRST12,int64,58633,3,0,0.0,0.005
IRDSTCHR12,int64,58633,6,0,0.0,0.01
IIDSTCHR12,int64,58633,3,0,0.0,0.005
IRDSTEFF12,int64,58633,6,0,0.0,0.01
IIDSTEFF12,int64,58633,3,0,0.0,0.005
IRDSTNGD12,int64,58633,6,0,0.0,0.01
IIDSTNGD12,int64,58633,3,0,0.0,0.005
IRIMPREMEM,int64,58633,5,0,0.0,0.009
IIIMPREMEM,int64,58633,3,0,0.0,0.005
IRIMPCONCN,int64,58633,5,0,0.0,0.009
IIIMPCONCN,int64,58633,3,0,0.0,0.005
IRIMPGOUT,int64,58633,6,0,0.0,0.01
IIIMPGOUT,int64,58633,3,0,0.0,0.005
IRIMPGOUTM,int64,58633,3,0,0.0,0.005
IIIMPGOUTM,int64,58633,3,0,0.0,0.005
IRIMPPEOP,int64,58633,6,0,0.0,0.01
IIIMPPEOP,int64,58633,3,0,0.0,0.005
IRIMPPEOPM,int64,58633,3,0,0.0,0.005
IIIMPPEOPM,int64,58633,3,0,0.0,0.005
IRIMPSOC,int64,58633,6,0,0.0,0.01
IIIMPSOC,int64,58633,3,0,0.0,0.005
IRIMPSOCM,int64,58633,3,0,0.0,0.005
IIIMPSOCM,int64,58633,3,0,0.0,0.005
IRIMPHHLD,int64,58633,6,0,0.0,0.01
IIIMPHHLD,int64,58633,3,0,0.0,0.005
IRIMPHHLDM,int64,58633,3,0,0.0,0.005
IIIMPHHLDM,int64,58633,3,0,0.0,0.005
IRIMPRESP,int64,58633,6,0,0.0,0.01
IIIMPRESP,int64,58633,3,0,0.0,0.005
IRIMPRESPM,int64,58633,3,0,0.0,0.005
IIIMPRESPM,int64,58633,3,0,0.0,0.005
IRIMPWORK,int64,58633,5,0,0.0,0.009
IIIMPWORK,int64,58633,3,0,0.0,0.005
IRSUICTHNK,float64,47299,2,11334,19.33,0.004
IISUICTHNK,int64,58633,3,0,0.0,0.005
IRSUIPLANYR,float64,47299,2,11334,19.33,0.004
IISUIPLANYR,int64,58633,3,0,0.0,0.005
IRSUITRYYR,float64,47299,2,11334,19.33,0.004
IISUITRYYR,int64,58633,3,0,0.0,0.005
IRAGADNRVANX,int64,58633,5,0,0.0,0.009
IIAGADNRVANX,int64,58633,3,0,0.0,0.005
IRAGADNTSTOP,int64,58633,5,0,0.0,0.009
IIAGADNTSTOP,int64,58633,3,0,0.0,0.005
IRAGADWRYMCH,int64,58633,5,0,0.0,0.009
IIAGADWRYMCH,int64,58633,3,0,0.0,0.005
IRAGADTRBRLX,int64,58633,5,0,0.0,0.009
IIAGADTRBRLX,int64,58633,3,0,0.0,0.005
IRAGADRSTLSS,int64,58633,5,0,0.0,0.009
IIAGADRSTLSS,int64,58633,3,0,0.0,0.005
IRAGADANNOY,int64,58633,5,0,0.0,0.009
IIAGADANNOY,int64,58633,3,0,0.0,0.005
IRAGADAWFUL,int64,58633,5,0,0.0,0.009
IIAGADAWFUL,int64,58633,3,0,0.0,0.005
KSSLR6MON,float64,47299,25,11334,19.33,0.053
SPDPSTMON,float64,47299,2,11334,19.33,0.004
KSSLR6YR,float64,15813,25,42820,73.031,0.158
KSSLR6MAX,float64,47299,25,11334,19.33,0.053
SPDPSTYR,float64,47299,2,11334,19.33,0.004
AKSSLR6WRST,float64,47299,18,11334,19.33,0.038
WHODASTOTSC,float64,47299,25,11334,19.33,0.053
WHODASDASC,float64,47299,9,11334,19.33,0.019
SMIPPPY,float64,47299,4185,11334,19.33,8.848
SMIPY,float64,47299,2,11334,19.33,0.004
AMIPY,float64,47299,2,11334,19.33,0.004
SMMIPY,float64,47299,2,11334,19.33,0.004
MMIPY,float64,47299,2,11334,19.33,0.004
LMIPY,float64,47299,2,11334,19.33,0.004
LMMIPY,float64,47299,2,11334,19.33,0.004
MICATPY,float64,47299,4,11334,19.33,0.008
SMISUD5ANY,float64,47299,2,11334,19.33,0.004
AMISUD5ANY,float64,47299,2,11334,19.33,0.004
LMMISUD5ANY,float64,47299,2,11334,19.33,0.004
SMIRSUD5ANY,float64,47299,2,11334,19.33,0.004
SMISUD5ANYO,float64,47299,4,11334,19.33,0.008
AMIRSUD5ANY,float64,47299,2,11334,19.33,0.004
AMISUD5ANYO,float64,47299,4,11334,19.33,0.008
AGADTOTSC,float64,47299,22,11334,19.33,0.047
AGADSEVSYMP,float64,47299,4,11334,19.33,0.008
AGADMODOSEV,float64,47299,3,11334,19.33,0.006
ADSUITPAYR,float64,47299,2,11334,19.33,0.004
ADSUITPACOM,float64,47299,8,11334,19.33,0.017
ADDPREV,int64,58633,7,0,0.0,0.012
ADDSCEV,int64,58633,6,0,0.0,0.01
ADLOSEV,int64,58633,6,0,0.0,0.01
ADDPDISC,int64,58633,7,0,0.0,0.012
ADDPLSIN,int64,58633,7,0,0.0,0.012
ADDSLSIN,int64,58633,6,0,0.0,0.01
ADLSI2WK,int64,58633,6,0,0.0,0.01
ADDPR2WK,int64,58633,7,0,0.0,0.012
ADWRHRS,int64,58633,9,0,0.0,0.015
ADWRDST,int64,58633,8,0,0.0,0.014
ADWRCHR,int64,58633,8,0,0.0,0.014
ADWRIMP,int64,58633,8,0,0.0,0.014
ADDPPROB,int64,58633,6,0,0.0,0.01
ADWRPROB,int64,58633,6,0,0.0,0.01
ADWRAGE,int64,58633,93,0,0.0,0.159
ADWRDEPR,int64,58633,6,0,0.0,0.01
ADWRDISC,int64,58633,6,0,0.0,0.01
ADWRLSIN,int64,58633,6,0,0.0,0.01
ADWRPLSR,int64,58633,6,0,0.0,0.01
ADWRELES,int64,58633,6,0,0.0,0.01
ADWREMOR,int64,58633,6,0,0.0,0.01
ADWRGAIN,int64,58633,6,0,0.0,0.01
ADWRGROW,int64,58633,6,0,0.0,0.01
ADWRPREG,int64,58633,5,0,0.0,0.009
ADWRGNL2,int64,58633,31,0,0.0,0.053
ADWRLOSE,int64,58633,6,0,0.0,0.01
ADWRDIET,int64,58633,6,0,0.0,0.01
ADWRLSL2,int64,58633,32,0,0.0,0.055
ADWRSLEP,int64,58633,6,0,0.0,0.01
ADWRSMOR,int64,58633,6,0,0.0,0.01
ADWRENRG,int64,58633,6,0,0.0,0.01
ADWRSLOW,int64,58633,6,0,0.0,0.01
ADWRSLNO,int64,58633,6,0,0.0,0.01
ADWRJITT,int64,58633,6,0,0.0,0.01
ADWRJINO,int64,58633,6,0,0.0,0.01
ADWRTHOT,int64,58633,6,0,0.0,0.01
ADWRCONC,int64,58633,6,0,0.0,0.01
ADWRDCSN,int64,58633,6,0,0.0,0.01
ADWRNOGD,int64,58633,6,0,0.0,0.01
ADWRWRTH,int64,58633,5,0,0.0,0.009
AD_MDEA1,int64,58633,6,0,0.0,0.01
AD_MDEA2,int64,58633,6,0,0.0,0.01
AD_MDEA3,int64,58633,6,0,0.0,0.01
AD_MDEA4,int64,58633,6,0,0.0,0.01
AD_MDEA5,int64,58633,6,0,0.0,0.01
AD_MDEA6,int64,58633,6,0,0.0,0.01
AD_MDEA7,int64,58633,5,0,0.0,0.009
AD_MDEA8,int64,58633,6,0,0.0,0.01
ADSMMDEA,int64,58633,6,0,0.0,0.01
ADPBINTF,int64,58633,9,0,0.0,0.015
ADPBDLYA,int64,58633,8,0,0.0,0.014
ADPBRMBR,int64,58633,6,0,0.0,0.01
ADPBAGE,int64,58633,90,0,0.0,0.153
ADPBNUM,int64,58633,146,0,0.0,0.249
ADPB2WK,int64,58633,6,0,0.0,0.01
ADPSHMGT,int64,58633,15,0,0.0,0.026
ADPSWORK,int64,58633,15,0,0.0,0.026
ADPSRELS,int64,58633,15,0,0.0,0.026
ADPSSOC,int64,58633,15,0,0.0,0.026
ADPSDAYS,int64,58633,174,0,0.0,0.297
ADSEEDOC,int64,58633,6,0,0.0,0.01
ADFAMDOC,int64,58633,6,0,0.0,0.01
ADOTHDOC,int64,58633,7,0,0.0,0.012
ADPSYCH,int64,58633,7,0,0.0,0.012
ADPSYMD,int64,58633,6,0,0.0,0.01
ADSOCWRK,int64,58633,6,0,0.0,0.01
ADCOUNS,int64,58633,7,0,0.0,0.012
ADOTHMHP,int64,58633,7,0,0.0,0.012
ADNURSE,int64,58633,7,0,0.0,0.012
ADRELIG,int64,58633,7,0,0.0,0.012
ADHERBAL,int64,58633,7,0,0.0,0.012
ADOTHHLP,int64,58633,6,0,0.0,0.01
ADTMTNOW,int64,58633,6,0,0.0,0.01
ADRX12MO,int64,58633,6,0,0.0,0.01
ADRXNOW,int64,58633,6,0,0.0,0.01
ADRXHLP,int64,58633,9,0,0.0,0.015
ADTMTHLP,int64,58633,9,0,0.0,0.015
AMDELT,float64,45747,2,12886,21.977,0.004
AMDEYR,float64,45659,2,12974,22.127,0.004
ASDSHOM2,float64,5016,5,53617,91.445,0.1
ASDSWRK2,float64,5010,5,53623,91.455,0.1
ASDSREL2,float64,5024,5,53609,91.431,0.1
ASDSSOC2,float64,5026,5,53607,91.428,0.099
AMDEIMP,float64,45617,2,13016,22.199,0.004
IRAMDELT,float64,47299,2,11334,19.33,0.004
IIAMDELT,int64,58633,3,0,0.0,0.005
IRAMDEYR,float64,47299,2,11334,19.33,0.004
IIAMDEYR,int64,58633,3,0,0.0,0.005
IRAMDEIMP,float64,47299,2,11334,19.33,0.004
IIAMDEIMP,int64,58633,3,0,0.0,0.005
ATXMDEYR,float64,9292,2,49341,84.152,0.022
ARXMDEYR,float64,9292,2,49341,84.152,0.022
AMDETXRX,float64,9293,2,49340,84.151,0.022
ADOCMDE,float64,9282,2,49351,84.169,0.022
AOMDMDE,float64,9282,2,49351,84.169,0.022
APSY1MDE,float64,9282,2,49351,84.169,0.022
APSY2MDE,float64,9282,2,49351,84.169,0.022
ASOCMDE,float64,9282,2,49351,84.169,0.022
ACOUNMDE,float64,9282,2,49351,84.169,0.022
AOMHMDE,float64,9282,2,49351,84.169,0.022
ANURSMDE,float64,9282,2,49351,84.169,0.022
ARELMDE,float64,9282,2,49351,84.169,0.022
AHBCHMDE,float64,9282,2,49351,84.169,0.022
AHLTMDE,float64,9282,2,49351,84.169,0.022
AALTMDE,float64,9282,2,49351,84.169,0.022
YODPREV,int64,58633,7,0,0.0,0.012
YODSCEV,int64,58633,6,0,0.0,0.01
YOLOSEV,int64,58633,6,0,0.0,0.01
YODPDISC,int64,58633,7,0,0.0,0.012
YODPLSIN,int64,58633,7,0,0.0,0.012
YODSLSIN,int64,58633,6,0,0.0,0.01
YOLSI2WK,int64,58633,5,0,0.0,0.009
YODPR2WK,int64,58633,7,0,0.0,0.012
YOWRHRS,int64,58633,9,0,0.0,0.015
YOWRDST,int64,58633,8,0,0.0,0.014
YOWRCHR,int64,58633,8,0,0.0,0.014
YOWRIMP,int64,58633,8,0,0.0,0.014
YODPPROB,int64,58633,6,0,0.0,0.01
YOWRPROB,int64,58633,6,0,0.0,0.01
YOWRAGE,int64,58633,22,0,0.0,0.038
YOWRDEPR,int64,58633,6,0,0.0,0.01
YOWRDISC,int64,58633,6,0,0.0,0.01
YOWRLSIN,int64,58633,6,0,0.0,0.01
YOWRPLSR,int64,58633,6,0,0.0,0.01
YOWRELES,int64,58633,6,0,0.0,0.01
YOWREMOR,int64,58633,6,0,0.0,0.01
YOWRGAIN,int64,58633,6,0,0.0,0.01
YOWRGROW,int64,58633,5,0,0.0,0.009
YOWRPREG,int64,58633,4,0,0.0,0.007
YOWRGNL2,int64,58633,29,0,0.0,0.049
YOWRLOSE,int64,58633,6,0,0.0,0.01
YOWRDIET,int64,58633,5,0,0.0,0.009
YOWRLSL2,int64,58633,31,0,0.0,0.053
YOWRSLEP,int64,58633,6,0,0.0,0.01
YOWRSMOR,int64,58633,6,0,0.0,0.01
YOWRENRG,int64,58633,6,0,0.0,0.01
YOWRSLOW,int64,58633,6,0,0.0,0.01
YOWRSLNO,int64,58633,6,0,0.0,0.01
YOWRJITT,int64,58633,6,0,0.0,0.01
YOWRJINO,int64,58633,5,0,0.0,0.009
YOWRTHOT,int64,58633,6,0,0.0,0.01
YOWRCONC,int64,58633,6,0,0.0,0.01
YOWRDCSN,int64,58633,6,0,0.0,0.01
YOWRNOGD,int64,58633,6,0,0.0,0.01
YOWRWRTH,int64,58633,6,0,0.0,0.01
YO_MDEA1,int64,58633,6,0,0.0,0.01
YO_MDEA2,int64,58633,6,0,0.0,0.01
YO_MDEA3,int64,58633,6,0,0.0,0.01
YO_MDEA4,int64,58633,6,0,0.0,0.01
YO_MDEA5,int64,58633,6,0,0.0,0.01
YO_MDEA6,int64,58633,6,0,0.0,0.01
YO_MDEA7,int64,58633,6,0,0.0,0.01
YO_MDEA8,int64,58633,6,0,0.0,0.01
YODSMMDE,int64,58633,6,0,0.0,0.01
YOPBINTF,int64,58633,9,0,0.0,0.015
YOPBDLYA,int64,58633,8,0,0.0,0.014
YOPBRMBR,int64,58633,6,0,0.0,0.01
YOPBAGE,int64,58633,21,0,0.0,0.036
YOPBNUM,int64,58633,93,0,0.0,0.159
YOPB2WK,int64,58633,6,0,0.0,0.01
YOPSHMGT,int64,58633,15,0,0.0,0.026
YOPSWORK,int64,58633,15,0,0.0,0.026
YOPSRELS,int64,58633,15,0,0.0,0.026
YOPSSOC,int64,58633,15,0,0.0,0.026
YOPSDAYS,int64,58633,152,0,0.0,0.259
YOSEEDOC,int64,58633,6,0,0.0,0.01
YOFAMDOC,int64,58633,6,0,0.0,0.01
YOOTHDOC,int64,58633,6,0,0.0,0.01
YOPSYCH,int64,58633,6,0,0.0,0.01
YOPSYMD,int64,58633,7,0,0.0,0.012
YOSOCWRK,int64,58633,6,0,0.0,0.01
YOCOUNS,int64,58633,7,0,0.0,0.012
YOOTHMHP,int64,58633,6,0,0.0,0.01
YONURSE,int64,58633,7,0,0.0,0.012
YORELIG,int64,58633,6,0,0.0,0.01
YOHERBAL,int64,58633,6,0,0.0,0.01
YOOTHHLP,int64,58633,6,0,0.0,0.01
YOTMTNOW,int64,58633,6,0,0.0,0.01
YORX12MO,int64,58633,6,0,0.0,0.01
YORXNOW,int64,58633,6,0,0.0,0.01
YORXHLP,int64,58633,9,0,0.0,0.015
YOTMTHLP,int64,58633,9,0,0.0,0.015
YMDELT,float64,10980,2,47653,81.273,0.018
YMDEYR,float64,10917,2,47716,81.381,0.018
YMDEAUD5YR,float64,10917,2,47716,81.381,0.018
YMIUD5YANY,float64,10917,2,47716,81.381,0.018
YMSUD5YANY,float64,10917,2,47716,81.381,0.018
YMDERSUD5ANY,float64,10961,2,47672,81.306,0.018
YMDESUD5ANYO,float64,10917,4,47716,81.381,0.037
YTXMDEYR,float64,2470,2,56163,95.787,0.081
YRXMDEYR,float64,2483,2,56150,95.765,0.081
YMDETXRX,float64,2470,2,56163,95.787,0.081
YDOCMDE,float64,2445,2,56188,95.83,0.082
YOMDMDE,float64,2445,2,56188,95.83,0.082
YPSY1MDE,float64,2445,2,56188,95.83,0.082
YPSY2MDE,float64,2445,2,56188,95.83,0.082
YSOCMDE,float64,2445,2,56188,95.83,0.082
YCOUNMDE,float64,2445,2,56188,95.83,0.082
YOMHMDE,float64,2445,2,56188,95.83,0.082
YNURSMDE,float64,2445,2,56188,95.83,0.082
YRELMDE,float64,2445,2,56188,95.83,0.082
YHBCHMDE,float64,2445,2,56188,95.83,0.082
YHLTMDE,float64,2445,2,56188,95.83,0.082
YALTMDE,float64,2445,2,56188,95.83,0.082
YMDEHPRX,float64,2455,2,56178,95.813,0.081
YMDEHPO,float64,2456,2,56177,95.811,0.081
YMDERXO2,float64,2472,2,56161,95.784,0.081
YMDEHARX,float64,2473,2,56160,95.782,0.081
YSDSHOME,float64,1782,5,56851,96.961,0.281
YSDSWRK,float64,1782,5,56851,96.961,0.281
YSDSREL,float64,1784,5,56849,96.957,0.28
YSDSSOC,float64,1785,5,56848,96.956,0.28
YSDSOVRL,float64,1789,5,56844,96.949,0.279
MDEIMPY,float64,10904,2,47729,81.403,0.018
YMDEIMAD5YR,float64,10904,2,47729,81.403,0.018
YMIMI5YANY,float64,10904,2,47729,81.403,0.018
YMIMR5YANY,float64,10949,2,47684,81.326,0.018
YMIMS5YANY,float64,10904,2,47729,81.403,0.018
MHTSEEKTX2,int64,58633,8,0,0.0,0.014
MHTSHLDTX2,int64,58633,8,0,0.0,0.014
MHTUNCOST2,int64,58633,6,0,0.0,0.01
MHTUNINSCV2,int64,58633,6,0,0.0,0.01
MHTUNENFCV2,int64,58633,6,0,0.0,0.01
MHTUNWHER2,int64,58633,6,0,0.0,0.01
MHTUNNOFND2,int64,58633,6,0,0.0,0.01
MHTUNNOOPN2,int64,58633,6,0,0.0,0.01
MHTUNPROBS2,int64,58633,6,0,0.0,0.01
MHTUNTIME2,int64,58633,6,0,0.0,0.01
MHTUNPRIV2,int64,58633,6,0,0.0,0.01
MHTUNPTHNK2,int64,58633,6,0,0.0,0.01
MHTUNCONSQ2,int64,58633,6,0,0.0,0.01
MHTUNSTART2,int64,58633,6,0,0.0,0.01
MHTUNHNDL2,int64,58633,6,0,0.0,0.01
MHTUNFFLKE2,int64,58633,6,0,0.0,0.01
MHTUNFORCE2,int64,58633,6,0,0.0,0.01
MHTUNMED2,int64,58633,6,0,0.0,0.01
MHTUNNOHLP2,int64,58633,6,0,0.0,0.01
MHTUNCARE2,int64,58633,6,0,0.0,0.01
IRMHTSUPPGRP,int64,58633,2,0,0.0,0.003
IIMHTSUPPGRP,int64,58633,3,0,0.0,0.005
IRMHTERED,int64,58633,2,0,0.0,0.003
IIMHTERED,int64,58633,3,0,0.0,0.005
IRMHTINHOSP2,int64,58633,2,0,0.0,0.003
IIMHTINHOSP2,int64,58633,3,0,0.0,0.005
IRMHTINRSMH2,int64,58633,2,0,0.0,0.003
IIMHTINRSMH2,int64,58633,3,0,0.0,0.005
IRMHTINRHAB2,int64,58633,2,0,0.0,0.003
IIMHTINRHAB2,int64,58633,2,0,0.0,0.003
IRMHTINOPL2,int64,58633,2,0,0.0,0.003
IIMHTINOPL2,int64,58633,2,0,0.0,0.003
IRMHTOPMHCR2,int64,58633,2,0,0.0,0.003
IIMHTOPMHCR2,int64,58633,3,0,0.0,0.005
IRMHTOPRHAB2,int64,58633,2,0,0.0,0.003
IIMHTOPRHAB2,int64,58633,2,0,0.0,0.003
IRMHTOPTHRP2,int64,58633,2,0,0.0,0.003
IIMHTOPTHRP2,int64,58633,3,0,0.0,0.005
IRMHTOPDOC2,int64,58633,2,0,0.0,0.003
IIMHTOPDOC2,int64,58633,3,0,0.0,0.005
IRMHTOPHOSP2,int64,58633,2,0,0.0,0.003
IIMHTOPHOSP2,int64,58633,3,0,0.0,0.005
IRMHTOPSCHL2,int64,58633,2,0,0.0,0.003
IIMHTOPSCHL2,int64,58633,3,0,0.0,0.005
IRMHTOPOPL2,int64,58633,2,0,0.0,0.003
IIMHTOPOPL2,int64,58633,3,0,0.0,0.005
IRMHTRXMED,int64,58633,2,0,0.0,0.003
IIMHTRXMED,int64,58633,2,0,0.0,0.003
IRMHTPHVID,int64,58633,2,0,0.0,0.003
IIMHTPHVID,int64,58633,3,0,0.0,0.005
IRMHTPEERSPC,int64,58633,2,0,0.0,0.003
IIMHTPEERSPC,int64,58633,3,0,0.0,0.005
MHTINOTHPY2,int64,58633,2,0,0.0,0.003
MHTINPPY2,int64,58633,2,0,0.0,0.003
MHTOPOTPY2,int64,58633,2,0,0.0,0.003
MHTOPPY2,int64,58633,2,0,0.0,0.003
MHTOPNDOC2,int64,58633,2,0,0.0,0.003
MHTRTPY2,int64,58633,2,0,0.0,0.003
MHTRTOSVPY2,int64,58633,2,0,0.0,0.003
MHTNSEEKPY2,float64,41940,2,16693,28.47,0.005
MHTSKTHPY2,float64,41912,2,16721,28.518,0.005
MHNTCOST2,float64,3229,2,55404,94.493,0.062
MHNTINSCV2,float64,3028,2,55605,94.836,0.066
MHNTENFCV2,float64,2913,2,55720,95.032,0.069
MHNTWHER2,float64,3230,2,55403,94.491,0.062
MHNTNOFND2,float64,3138,2,55495,94.648,0.064
MHNTNOOPN2,float64,3075,2,55558,94.756,0.065
MHNTPROBS2,float64,3200,2,55433,94.542,0.062
MHNTTIME2,float64,3205,2,55428,94.534,0.062
MHNTPRIV2,float64,3210,2,55423,94.525,0.062
MHNTPTHNK2,float64,3227,2,55406,94.496,0.062
MHNTCONSQ2,float64,3208,2,55425,94.529,0.062
MHNTSTART2,float64,3169,2,55464,94.595,0.063
MHNTHNDL2,float64,3222,2,55411,94.505,0.062
MHNTFFLKE2,float64,3200,2,55433,94.542,0.062
MHNTFORCE2,float64,3212,2,55421,94.522,0.062
MHNTMEDS2,float64,3203,2,55430,94.537,0.062
MHNTNOHLP2,float64,3164,2,55469,94.604,0.063
MHNTCARE2,float64,3194,2,55439,94.553,0.063
RCVSUTOMHT2,int64,58633,2,0,0.0,0.003
RCVMHTNSUT2,int64,58633,2,0,0.0,0.003
RCVSUTNMHT2,int64,58633,2,0,0.0,0.003
RCVSUTAMHT2,int64,58633,2,0,0.0,0.003
PREGSTAT,int64,58633,7,0,0.0,0.012
HTANSWER,int64,58633,6,0,0.0,0.01
HTINCHE2,int64,58633,25,0,0.0,0.043
WTANSWER,int64,58633,6,0,0.0,0.01
WTPOUND2,int64,58633,225,0,0.0,0.384
NMERTMT2,int64,58633,33,0,0.0,0.056
INHOSPYR,int64,58633,6,0,0.0,0.01
NMNGTHS2,int64,58633,36,0,0.0,0.061
NMVSOPT2,int64,58633,24,0,0.0,0.041
NMVSOEST,int64,58633,13,0,0.0,0.022
TELEAPTYR,int64,58633,6,0,0.0,0.01
HPUSETOB,int64,58633,7,0,0.0,0.012
HPUSEALC,int64,58633,7,0,0.0,0.012
HPUSEDRG,int64,58633,7,0,0.0,0.012
HPQTTOB,int64,58633,9,0,0.0,0.015
HPALCAMT2,int64,58633,8,0,0.0,0.014
HPALCFRQ2,int64,58633,9,0,0.0,0.015
HPALCPRB2,int64,58633,8,0,0.0,0.014
HPALCCUT2,int64,58633,8,0,0.0,0.014
HPALCTX2,int64,58633,8,0,0.0,0.014
HPALCNOT2,int64,58633,8,0,0.0,0.014
HPDRGTALK,int64,58633,9,0,0.0,0.015
HRTCONDEV2,int64,58633,6,0,0.0,0.01
DIABETEVR2,int64,58633,6,0,0.0,0.01
COPDEVER2,int64,58633,6,0,0.0,0.01
CIRROSEVR2,int64,58633,6,0,0.0,0.01
HEPBCEVER2,int64,58633,6,0,0.0,0.01
KIDNYDSEV2,int64,58633,6,0,0.0,0.01
ASTHMAEVR2,int64,58633,6,0,0.0,0.01
