variable,modulo,tipo_version,tipo_variable,n_unicos,n_nan,pct_nan,pct_dominante,n_ausencia_documental,tipos_ausencia,pct_ausencia_documental
ACTD2001,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.18,12,No respuesta o ausencia,0.025
ACTD7590,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.18,10,No respuesta o ausencia,0.021
ACTD9001,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.18,13,No respuesta o ausencia,0.027
ACTDEVER,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,6,0,0.0,94.972,3,No respuesta o ausencia,0.006
ACTDPRIV,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.18,11,No respuesta o ausencia,0.023
ACTDVIET,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.18,13,No respuesta o ausencia,0.027
AGE3,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,8,0,0.0,27.157,0,Sin ausencia documental observada,0.0
AIRDUSEVER2,RECODED DRUG USE,Recodificada,Binaria,2,3,0.006,98.617,0,Sin ausencia documental observada,0.0
ALCAGLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,101,0,0.0,50.728,461,No respuesta o ausencia,0.975
ALCFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,82.801,0,Sin ausencia documental observada,0.0
ALCMDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,5,0,0.0,49.115,0,Sin ausencia documental observada,0.0
ALCMLU,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,62.365,800,No respuesta o ausencia,1.691
ALCMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,50.885,0,Sin ausencia documental observada,0.0
ALCNUMDKPM,RECODED DRUG USE,Recodificada,Numérica con rango documentado,199,24713,52.248,52.248,0,Sin ausencia documental observada,0.0
ALCYDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,6,0,0.0,32.256,0,Sin ausencia documental observada,0.0
ALCYLU,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,62.365,627,No respuesta o ausencia,1.326
ALCYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,67.744,0,Sin ausencia documental observada,0.0
ALCYRBFR,PRIOR SUBSTANCE USE,Original u otra,Categórica con pocas categorías,7,0,0.0,61.416,811,No respuesta o ausencia,1.715
AMYLNIEVER2,RECODED DRUG USE,Recodificada,Binaria,2,15,0.032,96.706,0,Sin ausencia documental observada,0.0
ANYHLTI2,RECODED HEALTH INSURANCE,Recodificada,Categórica con pocas categorías,5,0,0.0,85.194,2051,No respuesta o ausencia,4.336
ANYNDLREC,RECODED SPECIAL DRUGS,Recodificada,Categórica con pocas categorías,7,0,0.0,97.218,271,No respuesta o ausencia,0.573
ANYNEDFLAG,RECODED EMERGING ISSUES,Recodificada,Binaria,2,275,0.581,97.169,0,Sin ausencia documental observada,0.0
ANYNEDYR,RECODED EMERGING ISSUES,Recodificada,Binaria,2,267,0.564,98.958,0,Sin ausencia documental observada,0.0
APPDRGMON,RISK/AVAILABILITY,Original u otra,Categórica con pocas categorías,6,0,0.0,94.877,377,No respuesta o ausencia,0.797
APPDRGMON2,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,378,0.799,94.877,0,Sin ausencia documental observada,0.0
ASTHMAAGE,HEALTH,Original u otra,Numérica con rango documentado,85,0,0.0,85.621,1481,No respuesta o ausencia,3.131
ASTHMAEVR2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,85.621,1325,No respuesta o ausencia,2.801
ASTHMANOW,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,85.621,1364,No respuesta o ausencia,2.884
BKARSON,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.076,813,No respuesta o ausencia,1.719
BKBURGL,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,8,0,0.0,96.076,814,No respuesta o ausencia,1.721
BKDRUG,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,8,0,0.0,96.076,813,No respuesta o ausencia,1.719
BKDRUNK,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,8,0,0.0,96.076,813,No respuesta o ausencia,1.719
BKDRVINF,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,8,0,0.0,96.076,813,No respuesta o ausencia,1.719
BKFRAUD,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,9,0,0.0,96.076,815,No respuesta o ausencia,1.723
BKLARCNY,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,9,0,0.0,96.076,815,No respuesta o ausencia,1.723
BKMVTHFT,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,8,0,0.0,96.076,814,No respuesta o ausencia,1.721
BKOTH,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,9,0,0.0,96.076,879,No respuesta o ausencia,1.858
BKROB,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.076,814,No respuesta o ausencia,1.721
BKSEXNR,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.076,813,No respuesta o ausencia,1.719
BKSMASLT,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,9,0,0.0,96.076,815,No respuesta o ausencia,1.723
BKSRVIOL,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,9,0,0.0,96.076,815,No respuesta o ausencia,1.723
BMI2,RECODED HEALTH,Recodificada,Numérica con rango documentado,3067,2250,4.757,4.757,2250,No respuesta o ausencia,4.757
BNGDRKMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,76.183,0,Sin ausencia documental observada,0.0
BNGDRMDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,5,0,0.0,76.183,0,Sin ausencia documental observada,0.0
BOOKED,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,7,0,0.0,85.281,659,No respuesta o ausencia,1.393
BZOANYYR,RECODED DRUG USE,Recodificada,Binaria,2,48,0.101,91.522,48,No respuesta o ausencia,0.101
BZONMYR,RECODED DRUG USE,Recodificada,Binaria,2,8,0.017,98.564,8,No respuesta o ausencia,0.017
CABLADDER,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CABLOLEULYM,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CABREAST,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1338,No respuesta o ausencia,2.829
CACERVIX,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,94.721,1333,No respuesta o ausencia,2.818
CACOLNRECT,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CADRKCOCN2,RECODED CONSUMPTION OF ALCOHOL,Recodificada,Binaria,2,47,0.099,99.738,0,Sin ausencia documental observada,0.0
CADRKHALL2,RECODED CONSUMPTION OF ALCOHOL,Recodificada,Binaria,2,135,0.285,99.617,0,Sin ausencia documental observada,0.0
CADRKHERN2,RECODED CONSUMPTION OF ALCOHOL,Recodificada,Binaria,2,13,0.027,99.958,0,Sin ausencia documental observada,0.0
CADRKINHL2,RECODED CONSUMPTION OF ALCOHOL,Recodificada,Binaria,2,49,0.104,99.852,0,Sin ausencia documental observada,0.0
CADRKMARJ2,RECODED CONSUMPTION OF ALCOHOL,Recodificada,Binaria,2,356,0.753,92.357,0,Sin ausencia documental observada,0.0
CADRKMETH2,RECODED CONSUMPTION OF ALCOHOL,Recodificada,Binaria,2,26,0.055,99.784,0,Sin ausencia documental observada,0.0
CAESOPSTOM,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CAGALLIVPAN,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CAIDCHIP,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,6,0,0.0,74.128,1945,No respuesta o ausencia,4.112
CAKIDNEY,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1338,No respuesta o ausencia,2.829
CALARYLUNG,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1338,No respuesta o ausencia,2.829
CAMELANOM,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CAMHPROB,EMERGING ISSUES,Original u otra,Categórica con pocas categorías,6,0,0.0,65.762,1558,No respuesta o ausencia,3.294
CAMHPROB2,RECODED EMERGING ISSUES,Recodificada,Binaria,2,1562,3.302,65.762,0,Sin ausencia documental observada,0.0
CAMHRCVR,EMERGING ISSUES,Original u otra,Categórica con pocas categorías,7,0,0.0,65.762,1673,No respuesta o ausencia,3.537
CAMOUTTHRO,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CANCEREVR2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,92.977,1326,No respuesta o ausencia,2.803
CANCERYR,HEALTH,Original u otra,Categórica con pocas categorías,9,0,0.0,92.977,1338,No respuesta o ausencia,2.829
CAOTHER2,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CAOVARY,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,94.721,1333,No respuesta o ausencia,2.818
CAPROSTEST,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,95.452,1332,No respuesta o ausencia,2.816
CASKINDK,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CASKINOTH,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CASUPROB,EMERGING ISSUES,Original u otra,Categórica con pocas categorías,6,0,0.0,84.714,1581,No respuesta o ausencia,3.343
CASUPROB2,RECODED EMERGING ISSUES,Recodificada,Binaria,2,1585,3.351,84.714,0,Sin ausencia documental observada,0.0
CASURCVR,EMERGING ISSUES,Original u otra,Categórica con pocas categorías,7,0,0.0,84.714,1593,No respuesta o ausencia,3.368
CATAG2,RECODED DEMOGRAPHICS,Recodificada,Binaria,2,0,0.0,70.114,0,Sin ausencia documental observada,0.0
CATAG3,RECODED DEMOGRAPHICS,Recodificada,Categórica con pocas categorías,4,0,0.0,29.886,0,Sin ausencia documental observada,0.0
CATAG6,RECODED DEMOGRAPHICS,Recodificada,Categórica con pocas categorías,5,0,0.0,29.886,0,Sin ausencia documental observada,0.0
CATAG7,RECODED DEMOGRAPHICS,Recodificada,Categórica con pocas categorías,4,0,0.0,49.773,0,Sin ausencia documental observada,0.0
CATAGE,RECODED DEMOGRAPHICS,Recodificada,Categórica con pocas categorías,3,0,0.0,49.773,0,Sin ausencia documental observada,0.0
CATHYROID,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,92.977,1339,No respuesta o ausencia,2.831
CAUTERUS,HEALTH,Original u otra,Categórica con pocas categorías,7,0,0.0,94.721,1333,No respuesta o ausencia,2.818
CBDHMPFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,63.244,0,Sin ausencia documental observada,0.0
CBDHMPMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,89.097,0,Sin ausencia documental observada,0.0
CBDHMPYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,80.336,0,Sin ausencia documental observada,0.0
CDCGMO,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,88.941,0,Sin ausencia documental observada,0.0
CDNOCGMO,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,84.968,0,Sin ausencia documental observada,0.0
CDUFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,73.909,0,Sin ausencia documental observada,0.0
CELLNOTCL,INCOME,Original u otra,Categórica con pocas categorías,6,0,0.0,82.133,1903,No respuesta o ausencia,4.023
CELLWRKNG,INCOME,Original u otra,Categórica con pocas categorías,6,0,0.0,93.429,1918,No respuesta o ausencia,4.055
CGRAGLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,85,0,0.0,69.498,510,No respuesta o ausencia,1.078
CGRFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,69.509,0,Sin ausencia documental observada,0.0
CGRMDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,5,0,0.0,95.975,0,Sin ausencia documental observada,0.0
CGRMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,95.975,0,Sin ausencia documental observada,0.0
CGRYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,92.095,0,Sin ausencia documental observada,0.0
CHAMPUS,HEALTH INSURANCE,Original u otra,Categórica con pocas categorías,5,0,0.0,92.241,1764,No respuesta o ausencia,3.729
CHMNDLREC,RECODED SPECIAL DRUGS,Recodificada,Categórica con pocas categorías,8,0,0.0,97.772,97,No respuesta o ausencia,0.205
CIG1PACK,RECODED DRUG USE,Recodificada,Binaria,2,43910,92.835,92.835,43910,Ausencia documental,92.835
CIGAGLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,91,0,0.0,48.794,497,No respuesta o ausencia,1.051
CIGARMLU,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,69.498,1302,No respuesta o ausencia,2.753
CIGARYLU,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,69.498,1225,No respuesta o ausencia,2.59
CIGAVGD,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,7,40763,86.182,86.182,0,Sin ausencia documental observada,0.0
CIGAVGM,RECODED DRUG USE,Recodificada,Numérica con rango documentado,142,40763,86.182,86.182,0,Sin ausencia documental observada,0.0
CIGAVOID,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,118,No respuesta o ausencia,0.249
CIGCRAGP,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,109,No respuesta o ausencia,0.23
CIGCRAVE,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,107,No respuesta o ausencia,0.226
CIGDLLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,84,0,0.0,48.794,246,No respuesta o ausencia,0.52
CIGDLMLU,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,48.794,428,No respuesta o ausencia,0.905
CIGDLYLU,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,48.794,406,No respuesta o ausencia,0.858
CIGFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,51.206,0,Sin ausencia documental observada,0.0
CIGFNLKE,NICOTINE DEPENDENCE,Original u otra,Categórica con número moderado de categorías,11,0,0.0,48.794,119,No respuesta o ausencia,0.252
CIGFNSMK,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,7,0,0.0,48.794,105,No respuesta o ausencia,0.222
CIGINCRS,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,128,No respuesta o ausencia,0.271
CIGINCTL,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,115,No respuesta o ausencia,0.243
CIGINFLU,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,130,No respuesta o ausencia,0.275
CIGIRTBL,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,117,No respuesta o ausencia,0.247
CIGLOTMR,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,148,No respuesta o ausencia,0.313
CIGMDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,6,0,0.0,86.139,0,Sin ausencia documental observada,0.0
CIGMLU,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,48.794,1068,No respuesta o ausencia,2.258
CIGMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,86.139,0,Sin ausencia documental observada,0.0
CIGNMCHG,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,126,No respuesta o ausencia,0.266
CIGNOINF,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,138,No respuesta o ausencia,0.292
CIGPDAY,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,6,0,0.0,92.824,0,Sin ausencia documental observada,0.0
CIGPLANE,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,125,No respuesta o ausencia,0.264
CIGREGDY,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,118,No respuesta o ausencia,0.249
CIGREGNM,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,128,No respuesta o ausencia,0.271
CIGREGWK,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,130,No respuesta o ausencia,0.275
CIGRNOUT,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,117,No respuesta o ausencia,0.247
CIGSATIS,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,135,No respuesta o ausencia,0.285
CIGSVLHR,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,10,0,0.0,48.794,131,No respuesta o ausencia,0.277
CIGWAKE,NICOTINE DEPENDENCE,Original u otra,Categórica con pocas categorías,9,0,0.0,48.794,260,No respuesta o ausencia,0.55
CIGYLU,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,48.794,966,No respuesta o ausencia,2.042
CIGYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,81.473,0,Sin ausencia documental observada,0.0
CIGYRBFR,PRIOR SUBSTANCE USE,Original u otra,Categórica con pocas categorías,8,0,0.0,48.794,414,No respuesta o ausencia,0.875
CIRROSAGE,HEALTH,Original u otra,Numérica con rango documentado,59,0,0.0,96.928,1328,No respuesta o ausencia,2.808
CIRROSEVR2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,96.928,1326,No respuesta o ausencia,2.803
CLEFLUEVER2,RECODED DRUG USE,Recodificada,Binaria,2,5,0.011,99.332,0,Sin ausencia documental observada,0.0
CNSANYYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,89.353,0,Sin ausencia documental observada,0.0
CNSNMMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,98.281,0,Sin ausencia documental observada,0.0
CNSNMYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,95.892,0,Sin ausencia documental observada,0.0
COCAGLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,71,0,0.0,85.86,251,No respuesta o ausencia,0.531
COCFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,85.883,0,Sin ausencia documental observada,0.0
COCMDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,5,0,0.0,99.275,0,Sin ausencia documental observada,0.0
COCMLU,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,85.86,669,No respuesta o ausencia,1.414
COCMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.275,0,Sin ausencia documental observada,0.0
COCNEDEVER,RECODED SPECIAL DRUGS,Recodificada,Binaria,2,44,0.093,98.941,0,Sin ausencia documental observada,0.0
COCYDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,6,0,0.0,97.968,0,Sin ausencia documental observada,0.0
COCYLU,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,85.86,631,No respuesta o ausencia,1.334
COCYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,97.968,0,Sin ausencia documental observada,0.0
COCYRBFR,PRIOR SUBSTANCE USE,Original u otra,Categórica con pocas categorías,7,0,0.0,85.86,174,No respuesta o ausencia,0.368
COMBATPY,DEMOGRAPHICS,Original u otra,Categórica con pocas categorías,7,0,0.0,96.18,15,No respuesta o ausencia,0.032
COPDAGE,HEALTH,Original u otra,Numérica con rango documentado,90,0,0.0,94.759,1358,No respuesta o ausencia,2.871
COPDEVER2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,94.759,1326,No respuesta o ausencia,2.803
CRKAGLST,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,64,0,0.0,96.567,97,No respuesta o ausencia,0.205
CRKFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,96.602,0,Sin ausencia documental observada,0.0
CRKMDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,5,0,0.0,99.869,0,Sin ausencia documental observada,0.0
CRKMLU,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,96.567,239,No respuesta o ausencia,0.505
CRKMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.869,0,Sin ausencia documental observada,0.0
CRKYDAYS,RECODED DRUG USE,Recodificada,Categórica con pocas categorías,6,0,0.0,99.683,0,Sin ausencia documental observada,0.0
CRKYLU,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,96.567,237,No respuesta o ausencia,0.501
CRKYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.683,0,Sin ausencia documental observada,0.0
DAMTFXFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,98.104,0,Sin ausencia documental observada,0.0
DAMTFXMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.951,0,Sin ausencia documental observada,0.0
DAMTFXYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.757,0,Sin ausencia documental observada,0.0
DCIGMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,92.824,0,Sin ausencia documental observada,0.0
DIABETEAG,HEALTH,Original u otra,Numérica con rango documentado,90,0,0.0,89.268,1399,No respuesta o ausencia,2.958
DIABETEVR2,HEALTH,Original u otra,Categórica con pocas categorías,6,0,0.0,89.268,1319,No respuesta o ausencia,2.789
DIFGETCOC,RISK/AVAILABILITY,Original u otra,Categórica con pocas categorías,9,0,0.0,34.299,1532,No respuesta o ausencia,3.239
DIFGETCRK,RISK/AVAILABILITY,Original u otra,Categórica con pocas categorías,9,0,0.0,40.606,1579,No respuesta o ausencia,3.338
DIFGETHER,RISK/AVAILABILITY,Original u otra,Categórica con pocas categorías,9,0,0.0,43.333,1595,No respuesta o ausencia,3.372
DIFGETLSD,RISK/AVAILABILITY,Original u otra,Categórica con pocas categorías,9,0,0.0,36.092,1671,No respuesta o ausencia,3.533
DIFGETMRJ,RISK/AVAILABILITY,Original u otra,Categórica con pocas categorías,9,0,0.0,46.248,1021,No respuesta o ausencia,2.159
DIFOBTCOC,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,1533,3.241,76.568,0,Sin ausencia documental observada,0.0
DIFOBTCRK,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,1580,3.34,82.139,0,Sin ausencia documental observada,0.0
DIFOBTHER,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,1596,3.374,83.619,0,Sin ausencia documental observada,0.0
DIFOBTLSD,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,1672,3.535,82.397,0,Sin ausencia documental observada,0.0
DIFOBTMRJ,RECODED RISK/AVAILABILITY,Recodificada,Binaria,2,1022,2.161,71.215,0,Sin ausencia documental observada,0.0
DRVINAGE,RECODED DEMOGRAPHICS,Recodificada,Binaria,2,0,0.0,70.114,0,Sin ausencia documental observada,0.0
DRVINALCO,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,7,0,0.0,60.893,523,No respuesta o ausencia,1.106
DRVINALCO2,RECODED SPECIAL TOPICS,Recodificada,Binaria,2,523,1.106,93.089,0,Sin ausencia documental observada,0.0
DRVINALDRG,RECODED SPECIAL TOPICS,Recodificada,Binaria,2,984,2.08,88.108,0,Sin ausencia documental observada,0.0
DRVINALON,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,6,0,0.0,65.221,311,No respuesta o ausencia,0.658
DRVINCOCN,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,8,0,0.0,85.856,94,No respuesta o ausencia,0.199
DRVINDETAG,RECODED DEMOGRAPHICS,Recodificada,Categórica con pocas categorías,3,0,0.0,70.114,0,Sin ausencia documental observada,0.0
DRVINDRG,RECODED SPECIAL TOPICS,Recodificada,Binaria,2,680,1.438,92.63,0,Sin ausencia documental observada,0.0
DRVINDROTMJ,RECODED SPECIAL TOPICS,Recodificada,Binaria,2,487,1.03,97.981,0,Sin ausencia documental observada,0.0
DRVINHALL,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,8,0,0.0,79.991,274,No respuesta o ausencia,0.579
DRVINHERN,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,8,0,0.0,97.476,38,No respuesta o ausencia,0.08
DRVININHL,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,6,0,0.0,88.742,127,No respuesta o ausencia,0.269
DRVINMARJ,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,7,0,0.0,47.289,316,No respuesta o ausencia,0.668
DRVINMARJ2,RECODED SPECIAL TOPICS,Recodificada,Binaria,2,316,0.668,93.827,0,Sin ausencia documental observada,0.0
DRVINMETH,SPECIAL TOPICS,Original u otra,Categórica con pocas categorías,7,0,0.0,94.433,74,No respuesta o ausencia,0.156
ECSTMOAGL,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,58,0,0.0,90.475,276,No respuesta o ausencia,0.584
ECSTMOFLAG,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,90.516,0,Sin ausencia documental observada,0.0
ECSTMOMLU,PRIOR SUBSTANCE USE,Original u otra,Categórica con número moderado de categorías,19,0,0.0,90.475,541,No respuesta o ausencia,1.144
ECSTMOMON,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.759,0,Sin ausencia documental observada,0.0
ECSTMOYLU,PRIOR SUBSTANCE USE,Original u otra,Numérica con rango documentado,10,0,0.0,90.475,526,No respuesta o ausencia,1.112
ECSTMOYR,RECODED DRUG USE,Recodificada,Binaria,2,0,0.0,99.025,0,Sin ausencia documental observada,0.0
EDFAM18,HOUSEHOLD COMPOSITION (ROSTER),Original u otra,Categórica con pocas categorías,3,0,0.0,74.976,1557,No respuesta o ausencia,3.292
EDUFULPAR,EDUCATION,Original u otra,Categórica con pocas categorías,7,0,0.0,80.598,2401,No respuesta o ausencia,5.076
EDUHIGHCAT,RECODED DEMOGRAPHICS,Recodificada,Categórica con pocas categorías,4,0,0.0,33.745,0,Sin ausencia documental observada,0.0
EDUSCHGRD2,EDUCATION,Original u otra,Categórica con número moderado de categorías,13,0,0.0,80.598,2665,No respuesta o ausencia,5.634
EDUSCHLGO,EDUCATION,Original u otra,Categórica con pocas categorías,7,0,0.0,80.598,1884,No respuesta o ausencia,3.983
EDUSCKCOM,EDUCATION,Original u otra,Numérica con rango documentado,30,0,0.0,84.966,2429,No respuesta o ausencia,5.135
EDUSCKEST,EDUCATION,Original u otra,Categórica con pocas categorías,10,0,0.0,94.784,2429,No respuesta o ausencia,5.135
EDUSCKMON,EDUCATION,Original u otra,Numérica con rango documentado,31,0,0.0,84.966,2463,No respuesta o ausencia,5.207
EDUSKPCOM,EDUCATION,Original u otra,Numérica con rango documentado,25,0,0.0,86.008,2431,No respuesta o ausencia,5.14
