variable,nombre,modulo,tipo_version,n_unicos,pct_nan,tipo_entrada
FUNICVAP18,RC-FIRST VAPED NICOTINE PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUNICVAP21,RC-FIRST VAPED NICOTINE PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUALC18,RC-FIRST USED ALCOHOL PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUALC21,RC-FIRST USED ALCOHOL PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUMJ18,RC-FIRST USED MARIJUANA PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUMJ21,RC-FIRST USED MARIJUANA PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUCOC18,RC-FIRST USED COCAINE PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUCOC21,RC-FIRST USED COCAINE PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUCRK18,RC-FIRST USED CRACK PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUCRK21,RC-FIRST USED CRACK PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUHER18,RC-FIRST USED HEROIN PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUHER21,RC-FIRST USED HEROIN PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUHALLUC18,RC-FIRST USED HALLUCINOGENS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUHALLUC21,RC-FIRST USED HALLUCINOGENS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FULSD18,RC-FIRST USED LSD PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FULSD21,RC-FIRST USED LSD PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUPCP18,RC-FIRST USED PCP PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUPCP21,RC-FIRST USED PCP PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUECSTMO18,RC-FIRST USED ECSTASY PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUECSTMO21,RC-FIRST USED ECSTASY PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUINHAL182,RC-FIRST USED INHALANTS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUINHAL212,RC-FIRST USED INHALANTS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUMETHAM18,RC-FIRST USED METHAMPHETAMINE PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUMETHAM21,RC-FIRST USED METHAMPHETAMINE PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUPNRNM18,RC-FIRST MISUSED PAIN RELIEVERS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUPNRNM21,RC-FIRST MISUSED PAIN RELIEVERS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUTRQNM18,RC-FIRST MISUSED TRANQUILIZERS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUTRQNM21,RC-FIRST MISUSED TRANQUILIZERS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUSTMNM18,RC-FIRST MISUSED STIMULANTS PRIOR TO AGE 18,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUSTMNM21,RC-FIRST MISUSED STIMULANTS PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
FUSEDNM21,RC-FIRST MISUSED SEDATIVES PRIOR TO AGE 21,RECODED DRUG USE,Recodificada,2,0.0,Categórica
PNRMAINRSN,RC-MAIN REASON FOR MISUSING PAIN RELIEVERS LAST EPISODE,RECODED DRUG USE,Recodificada,10,0.488,Categórica
TRQMAINRSN,RC-MAIN REASON FOR MISUSING TRANQUILIZERS LAST EPISODE,RECODED DRUG USE,Recodificada,9,0.383,Categórica
STMMAINRSN,RC-MAIN REASON FOR MISUSING STIMULANTS LAST EPISODE,RECODED DRUG USE,Recodificada,10,0.457,Categórica
SEDMAINRSN,RC-MAIN REASON FOR MISUSING SEDATIVES LAST EPISODE,RECODED DRUG USE,Recodificada,7,0.537,Categórica
SRCPNRNM2,RC-SOURCE OF PAIN RELIEVERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,8,97.139,Categórica
SRCTRQNM2,RC-SOURCE OF TRANQUILIZERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,8,98.448,Categórica
SRCSTMNM2,RC-SOURCE OF STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,8,98.243,Categórica
SRCSEDNM2,RC-SOURCE OF SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,8,99.698,Categórica
SRCFRPNRNM,RC-SOURCE OF FRIEND/RELATIVE PAIN RELIEVERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,8,99.152,Categórica
SRCFRTRQNM,RC-SOURCE OF FRIEND/RELATIVE TRANQUILIZERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,8,99.372,Categórica
SRCFRSTMNM,RC-SOURCE OF FRIEND/RELATIVE STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,6,99.076,Categórica
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,3,99.884,Categórica
SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,3,99.152,Categórica
SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,3,99.372,Categórica
SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,3,99.076,Categórica
SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,2,99.884,Categórica
RXOPPRNMMON,RC-PRESCRIPTION OPIOIDS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
NOOPPRANYYR,RC-NONOPIOID PRESCRIPTION PNR - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
NOOPPRNMYR,RC-NONOPIOID PRESCRIPTION PNR - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,2,0.0,Categórica
IRNPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION REV,IMPUTED SPECIAL DRUGS,Imputada,4,0.0,Categórica
IINPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION IND,IMPUTED SPECIAL DRUGS,Imputada,3,0.0,Categórica
IRGHBREC,GHB RECENCY - IMPUTATION REVISED,IMPUTED SPECIAL DRUGS,Imputada,4,0.0,Categórica
ANYNDLREC,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE,RECODED SPECIAL DRUGS,Recodificada,7,0.0,Categórica
CHMNDLREC,RC-MOST RECENT USE OF COC/HER/METH WITH A NEEDLE,RECODED SPECIAL DRUGS,Recodificada,8,0.0,Categórica
HERNEDEVER,RC-EVER USED A NEEDLE TO INJECT HEROIN,RECODED SPECIAL DRUGS,Recodificada,2,0.021,Categórica
COCNEDEVER,RC-EVER USED A NEEDLE TO INJECT COCAINE,RECODED SPECIAL DRUGS,Recodificada,2,0.093,Categórica
MTHNEDEVER,RC-EVER USED NEEDLE TO INJECT METHAMPHETAMINE,RECODED SPECIAL DRUGS,Recodificada,2,0.042,Categórica
HERSMOEVER,RC-EVER SMOKED HEROIN,RECODED SPECIAL DRUGS,Recodificada,2,0.023,Categórica
HERSNIEVER,RC-EVER SNIFFED HEROIN,RECODED SPECIAL DRUGS,Recodificada,2,0.023,Categórica
NPCOLDFLAG,RC-NONPRESCRIPTION COUGH OR COLD MEDS - EVER USED,RECODED SPECIAL DRUGS,Recodificada,2,0.0,Categórica
NPCOLDYR,RC-NONPRESCRIPTION COUGH OR COLD MEDS - PAST YEAR USE,RECODED SPECIAL DRUGS,Recodificada,2,0.0,Categórica
NPCOLDMON,RC-NONPRESCRIPTION COUGH OR COLD MEDS - PAST MONTH USE,RECODED SPECIAL DRUGS,Recodificada,2,0.0,Categórica
GHBFLAG,RC-GHB - EVER USED,RECODED SPECIAL DRUGS,Recodificada,2,0.0,Categórica
GHBYR,RC-GHB - PAST YEAR USE,RECODED SPECIAL DRUGS,Recodificada,2,0.0,Categórica
GHBMON,RC-GHB - PAST MONTH USE,RECODED SPECIAL DRUGS,Recodificada,2,0.0,Categórica
IRPYUD5ALC,ALCOHOL USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRPYUD5MRJ,MARIJUANA USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRPYUD5COC,COCAINE USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRPYUD5HER,HEROIN USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRPYUD5HAL,HALLUCINOGEN USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRPYUD5INH,INHALANT USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRPYUD5MTH,METHAMPHETAMINE USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRUD5PNRMIS,"PAIN RELIEVER USE DISORDER, PY MISUERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRUD5PNRUNM2,"PAIN RELIEVER USE DISORD, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRUD5TRQMIS,"TRANQUILIZER USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRUD5TRQUNM,"TRANQUILIZER USE DISORDER, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRUD5STMMIS,"STIMULANT USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRUD5STMUNM,"STIMULANT USE DISORDER, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRUD5SEDMIS,"SEDATIVE USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRUD5SEDUNM,"SEDATIVE USE DISORDER, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,2,0.0,Categórica
IRPYSEV5ALC,ALCOHOL USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRPYSEV5MRJ,MARIJUANA USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRPYSEV5COC,COCAINE USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRPYSEV5HER,HEROIN USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRPYSEV5HAL,HALLUCINOGEN USE DISORDER SEVERITY IN THE PAST YR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRPYSEV5INH,INHALANT USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRPYSEV5MTH,METHAMPHETAMINE USE DISORDER SEVERITY IN PAST YR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRSEVPNRMIS,"PAIN RELIEVER USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRSEVPNRUNM2,"PAIN RELIEVER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRSEVTRQMIS,"TRANQUILIZER USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRSEVTRQUNM,"TRANQUILIZER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRSEVSTMMIS,"STIMULANT USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRSEVSTMUNM,"STIMULANT USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRSEVSEDMIS,"SEDATIVE USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
IRSEVSEDUNM,"SEDATIVE USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,Imputada,4,0.0,Categórica
UD5TRQSDANY,RC-TRANQUILIZER OR SEDATIVE USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5PSYANY,RC-PSYCHOTHERAPEUTIC USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5OPIANY2,RC-OPIOID (RX OPI OR HEROIN) USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5HROPANY,RC-HEROIN/RX OPIOID USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
UD5CNSANY,RC-CNS STIMULANT USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5ILLANY,RC-DRUG USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5IEMANY,RC-DRUG OTHER THAN MRJ USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5ILALANY,RC-DRUG OR ALCOHOL USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5ILAALANY,RC-DRUG AND ALCOHOL USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5ILNALANY,"RC-DRUG USE DISORDER, NO ALC USE DISORDER - PAST YEAR USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5ALNILANY,"RC-ALC USE DISORDER, NO DRUG USE DISORDER - PAST YEAR USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UDYR5OPPRANY,"RC-RX OPIOID USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UDYR5PNRANY2,"RC-PAIN RELIEVER USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UDYR5SEDANY,"RC-SEDATIVE USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UDYR5STMANY,"RC-STIMULANT USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UDYR5TRQANY,"RC-TRANQUILIZER USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,2,0.0,Categórica
UD5CNSGRP,"RC-CNS STM USE DISORDER - PY USE, MISUSE, USE/NOT MISUSE",RECODED SUBSTANCE USE DISORDER,Recodificada,3,0.0,Categórica
UD5OPIGRP,"RC-OPIOID USE DISORDER - PY USE, MISUSE, USE/NOT MISUSE",RECODED SUBSTANCE USE DISORDER,Recodificada,3,0.0,Categórica
UD5TRQSDGRP,"RC-TRQ/STM USE DISORDER - PY USE, MISUSE, USE/NOT MISUSE",RECODED SUBSTANCE USE DISORDER,Recodificada,3,0.0,Categórica
SEVYRPNRANY2,"RC-PAIN RELIEVER USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SEVYROPPRANY,"RC-RX OPIOID USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SEVYRTRQANY,"RC-TRANQUILIZER USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SEVYRSTMANY,"RC-STIMULANT USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SEVYRSEDANY,"RC-SEDATIVE USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRTQSDANY,"RC-TRANQUILIZER OR SEDATIVE USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRPSYANY,"RC-PSYCHOTHERAPUETIC USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYROPIANY2,"RC-OPIOID (RX OPIOIDS OR HEROIN) USE DISORDER SEV, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRCNSANY,"RC-CNS STIMULANT USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRDUDANY,"RC-DRUG USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRSUDANY,"RC-SUBSTANCE USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRTQSDMIS,"RC-TRANQUILIZER/SEDATIVE USE DISORDER SEVERITY, PY MISUSERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYROPIMIS,"RC-OPIOID USE DISORDER SEVERITY, PY MISUSERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRCNSMIS,"RC-CNS STIMULANT USE DISORDER SEVERITY, PY MISUSERS",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRTQSDUNM,"RC-TRANQ/SED USE DIS SEV, PY USERS/NOT MISUSERS ONLY",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYROPIUNM,"RC-OPIOID USE DIS SEV, PY RX OPIOID USERS/NOT MISUSERS ONLY",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
SVYRCNSUNM,"RC-CNS STIM USE DIS SEV, PY STM USERS/ NOT MISUSERS ONLY",RECODED SUBSTANCE USE DISORDER,Recodificada,4,0.0,Categórica
MRJYRBFR,USE MJ/CANNABIS EVEN ONCE YR BEFORE LAST,PRIOR SUBSTANCE USE,Original u otra,7,0.0,Categórica
MRJAGLST,HOW OLD WERE YOU THE LAST TIME USED MARIJUANA/CANNABIS,PRIOR SUBSTANCE USE,Original u otra,91,0.0,Numérica
MRJYLU,YEAR OF LAST MARIJUANA/CANNABIS USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
MRJMLU,MONTH OF LAST MARIJUANA/CANNABIS USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
CIGAGLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGARETTE,PRIOR SUBSTANCE USE,Original u otra,91,0.0,Numérica
CIGYLU,YEAR OF LAST CIGARETTE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
CIGMLU,MONTH OF LAST CIGARETTE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
CIGDLLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGS DAILY,PRIOR SUBSTANCE USE,Original u otra,84,0.0,Numérica
CIGDLYLU,YEAR OF LAST CIGARETTE USE EVERY DAY - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
CIGDLMLU,MONTH OF LAST CIGARETTE USE EVERY DAY - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
SMKAGLAST,HOW OLD WERE YOU LAST THE TIME USED SMOKELESS TOB,PRIOR SUBSTANCE USE,Original u otra,79,0.0,Numérica
SMKYRLAST,YEAR OF LAST SMOKELESS TOBACCO USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
SMKMOLAST,MONTH OF LAST SMOKELESS TOBACCO USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
CGRAGLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGAR/CIGARILLO,PRIOR SUBSTANCE USE,Original u otra,85,0.0,Numérica
CIGARYLU,YEAR OF LAST CIGAR/CIGARILLO USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
CIGARMLU,MONTH OF LAST CIGAR/CIGARILLO USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
ALCAGLST,HOW OLD WERE YOU LAST TIME DRANK ALCOHOL BEVERAGE,PRIOR SUBSTANCE USE,Original u otra,101,0.0,Numérica
ALCYLU,YEAR OF LAST ALCOHOL USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
ALCMLU,MONTH OF LAST ALCOHOL USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
COCAGLST,HOW OLD WERE YOU THE LAST TIME USED COCAINE,PRIOR SUBSTANCE USE,Original u otra,71,0.0,Numérica
COCYLU,YEAR OF LAST COCAINE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
COCMLU,MONTH OF LAST COCAINE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
CRKAGLST,HOW OLD WERE YOU THE LAST TIME USED CRACK,PRIOR SUBSTANCE USE,Original u otra,64,0.0,Numérica
CRKYLU,YEAR OF LAST CRACK USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
CRKMLU,MONTH OF LAST CRACK USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
HERAGLST,HOW OLD WERE YOU THE LAST TIME USED HEROIN,PRIOR SUBSTANCE USE,Original u otra,56,0.0,Numérica
HERYLU,YEAR OF LAST HEROIN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
HERMLU,MONTH OF LAST HEROIN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
HALLAGLST,HOW OLD WERE YOU THE LAST TIME USED HALLUCINOGEN,PRIOR SUBSTANCE USE,Original u otra,73,0.0,Numérica
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
HALLMOLST,MONTH OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
LSDAGLST,HOW OLD WERE YOU THE LAST TIME USED LSD,PRIOR SUBSTANCE USE,Original u otra,63,0.0,Numérica
LSDYLU,YEAR OF LAST LSD USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
LSDMLU,MONTH OF LAST LSD USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
PCPAGLST,HOW OLD WERE YOU THE LAST TIME USED PCP,PRIOR SUBSTANCE USE,Original u otra,51,0.0,Numérica
PCPYLU,YEAR OF LAST PCP USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
PCPMLU,MONTH OF LAST PCP USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,18,0.0,Categórica
ECSTMOAGL,HOW OLD WERE YOU THE LAST TIME USED ECSTASY/MOLLY,PRIOR SUBSTANCE USE,Original u otra,58,0.0,Numérica
ECSTMOYLU,YEAR OF LAST ECSTASY OR MOLLY USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
ECSTMOMLU,MONTH OF LAST ECSTASY OR MOLLY USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
INHLAGLST,HOW OLD WERE YOU THE LAST TIME USED INHALANTS,PRIOR SUBSTANCE USE,Original u otra,74,0.0,Numérica
INHLYRLST,YEAR OF LAST INHALANT USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
INHLMOLST,MONTH OF LAST INHALANT USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
METHAGLST,HOW OLD WERE YOU THE LAST TIME USED METH,PRIOR SUBSTANCE USE,Original u otra,67,0.0,Numérica
METHYRLST,YEAR OF LAST METHAMPHETAMINE USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,10,0.0,Numérica
METHMOLST,MONTH OF LAST METH USE - RECODE,PRIOR SUBSTANCE USE,Original u otra,19,0.0,Categórica
CIGYRBFR,SMOKE ALL OR PART OF CIGARETTE IN YR BEFORE LAST,PRIOR SUBSTANCE USE,Original u otra,8,0.0,Categórica
ALCYRBFR,HAVE ALCOHOLIC BEVERAGE IN YEAR BEFORE LAST,PRIOR SUBSTANCE USE,Original u otra,7,0.0,Categórica
COCYRBFR,HAVE ANY FORM OF COCAINE IN YEAR BEFORE LAST,PRIOR SUBSTANCE USE,Original u otra,7,0.0,Categórica
RSKCIGPKD,RISK SMOKING 1 OR MORE PACKS CIGARETTES PER DAY,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKMRJMON,RISK SMOKING MARIJUANA ONCE A MONTH,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKMRJWK,RISK SMOKING MARIJUANA ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKLSDTRY,RISK TRYING LSD ONCE OR TWICE,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKLSDWK,RISK USING LSD ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKHERTRY,RISK TRYING HEROIN ONCE OR TWICE,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
RSKHERWK,RISK USING HEROIN ONCE OR TWICE A WEEK,RISK/AVAILABILITY,Original u otra,8,0.0,Categórica
